shrinkage_alpha_0;shrinkage_alpha_1;knn_k;kmeans_k;last_task_accuracy;last_task_accuracy_name1;last_task_accuracy_name2;last_task_accuracy_name3;average_last_task_accuracy;average_accuracy_name1;average_accuracy_name2;average_accuracy_name3;average_of_average_accuracy
9,97757992252043;0;1;1;63,71357346;64.17984771728516;64.32972717285156;63.71357345581055;64.07438278198242;70.86918411254882;70.3788215637207;69.83000755310059;70.35933774312338
10;0;1;1;63,696922302246;64.17984771728516;64.31307220458984;63.696922302246094;64.0632807413737;70.86918411254882;70.3753273010254;69.82449722290039;70.35633621215821
10;4,83535443413933;1;1;63,6802673339843;64.17984771728516;64.32972717285156;63.680267333984375;64.0632807413737;70.86918411254882;70.37699279785156;69.82100219726563;70.355726369222
9,95996184036615;0,0207101462384492;1;1;63,7135734558105;64.17984771728516;64.32972717285156;63.71357345581055;64.07438278198242;70.87101287841797;70.3788215637207;69.83000755310059;70.35994733174643
10;10;1;1;63,6636123657226;64.14654541015625;64.29641723632812;63.663612365722656;64.03552500406902;70.8576904296875;70.3741226196289;69.8105583190918;70.34745712280274
