tukey_lambda;shrinkage_alpha_0;shrinkage_alpha_1;knn_k;kmeans_k;last_task_accuracy;last_task_accuracy_name1;last_task_accuracy_name2;last_task_accuracy_name3;average_last_task_accuracy;average_accuracy_name1;average_accuracy_name2;average_accuracy_name3;average_of_average_accuracy
0,436200953133835;1,07416970867049;1,60204535557653;6;30;53,1199989318847;53.119998931884766;52.77999496459961;52.38999557495117;52.76332982381185;59.95878156026205;60.439177831014;59.71649424235026;60.03815121120877
0,442138631099548;1,16996041393765;1,73451252573518;6;38;53,0999946594238;53.119998931884766;52.89999771118164;52.02000045776367;52.679999033610024;60.046342849731445;60.43648147583008;59.562770207722984;60.015198177761505
0,43466991622816;1,06444597287461;1,60680687607184;6;30;53,0699958801269;53.06999588012695;52.78999710083008;52.40999984741211;52.75666427612305;59.906951904296875;60.47229512532552;59.687439600626625;60.02222887674967
0,461231715489097;1,15660431693558;1,63517577311233;6;42;53,0200004577636;52.96999740600586;52.81999588012695;52.209999084472656;52.666664123535156;59.89703687032064;60.323479334513344;59.68253262837728;59.967682944403755
0,46112726637441;1,15610767908617;1,63381244964071;6;42;53,0200004577636;52.97999954223633;52.810001373291016;52.20000076293945;52.663333892822266;59.89870389302572;60.31216367085775;59.6780891418457;59.96298556857639
