shrinkage_alpha_0;shrinkage_alpha_1;knn_k;kmeans_k;last_task_accuracy
9,977479439;0;1;1;63,71357346
9,964692012;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,961883679;0;1;1;63,71357346
9,957148646;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;3;1;63,71357346
9,97757992;0;1;1;63,71357346
9,971958625;0;1;1;63,71357346
9,964709193;0;1;1;63,71357346
9,977579871;0;1;1;63,71357346
9,966266854;0;1;1;63,71357346
9,947341853;0;1;1;63,71357346
9,982071321;0;1;1;63,71357346
9,965064553;0;1;1;63,71357346
9,960486175;0;1;1;63,71357346
9,973142042;0;1;1;63,71357346
9,965549441;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,95612452;0;3;1;63,71357346
9,965558385;0;1;1;63,71357346
9,973233596;0;1;1;63,71357346
9,977563109;0;2;1;63,71357346
9,977579921;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977570033;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,963207573;0;1;1;63,71357346
9,977573172;0;1;1;63,71357346
9,97755825;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977570671;0;1;1;63,71357346
9,977579911;0;1;1;63,71357346
9,954244157;0;35;1;63,71357346
9,953933305;0;1;1;63,71357346
9,977565944;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977564869;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,969295173;0,032305822;19;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977443909;0;1;1;63,71357346
9,977564441;0;1;1;63,71357346
9,958520165;0,066442488;45;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,961777996;0,147431066;5;1;63,71357346
9,972966346;0,018686999;33;1;63,71357346
9,969636048;0;10;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977308268;0;5;1;63,71357346
9,976793604;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977565796;0;1;1;63,71357346
9,987280851;0,012718606;33;1;63,71357346
9,977562601;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977548312;0;1;1;63,71357346
9,98197075;0,845449101;9;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977578321;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,962177404;0;2;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,95313945;0;9;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,960899362;2,993374877;11;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977579922;0;1;1;63,71357346
9,955022763;0;45;1;63,71357346
9,953743834;0;46;1;63,71357346
9,977568815;0;1;1;63,71357346
9,970851391;0;1;1;63,71357346
9,963805074;0;2;1;63,71357346
9,977579921;0;1;1;63,71357346
9,960550735;0;40;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977573684;0;1;1;63,71357346
9,977540304;0;1;1;63,71357346
9,961926587;0;1;1;63,71357346
9,968577735;0,100572748;10;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977576671;0;1;1;63,71357346
9,977572116;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977571758;0;1;1;63,71357346
9,977533457;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,966897962;0;1;1;63,71357346
9,982736088;2,764768024;20;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977568586;0;1;1;63,71357346
9,946655569;0;1;1;63,71357346
9,971773136;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977573752;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,972502957;0;1;1;63,71357346
9,962101174;0,062475128;32;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977528611;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977535344;0;1;1;63,71357346
9,958422145;0;1;1;63,71357346
9,977515259;0;2;1;63,71357346
9,97754754;0;1;1;63,71357346
9,97228671;0;1;1;63,71357346
9,977574963;0;1;1;63,71357346
9,977579919;0;3;1;63,71357346
9,981122706;3,042281065;13;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977571332;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579922;0;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977561291;0;1;1;63,71357346
9,977547252;0;1;1;63,71357346
9,968154385;0;1;1;63,71357346
9,977575995;0;1;1;63,71357346
9,954325893;0;1;1;63,71357346
9,977579921;0;3;1;63,71357346
9,97757992;0;2;1;63,71357346
9,977572554;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,981707082;2,578130013;17;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,950862631;0;23;1;63,71357346
9,977057724;0;16;1;63,71357346
9,977554074;0;1;1;63,71357346
9,977577717;0;1;1;63,71357346
9,977571275;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,963886263;2,52554308;22;1;63,71357346
9,977579923;0;7;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977436744;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977572116;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977570723;0;1;1;63,71357346
9,971659208;0;1;1;63,71357346
9,964315797;0;1;1;63,71357346
9,977579923;0;3;1;63,71357346
9,977579919;0;1;1;63,71357346
9,97754741;0;1;1;63,71357346
9,967055335;0;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977554494;0;1;1;63,71357346
9,977572159;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977539558;0;1;1;63,71357346
9,977576676;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,972931073;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,972794595;0;1;1;63,71357346
9,977579921;0;1;1;63,71357346
9,970852474;0;2;1;63,71357346
9,977546446;0;1;1;63,71357346
9,972932556;0;1;1;63,71357346
9,972512642;0;1;1;63,71357346
9,9732383;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,97757992;0;1;1;63,71357346
9,958291751;0;1;1;63,71357346
9,977564662;0;1;1;63,71357346
9,977572075;0;1;1;63,71357346
9,970692375;0;1;1;63,71357346
9,977385291;0;1;1;63,71357346
9,968061745;0,334406046;10;1;63,71357346
9,977565802;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,967986187;0;1;1;63,71357346
9,967237798;0;1;1;63,71357346
9,977568952;0;1;1;63,71357346
9,972343781;0;1;1;63,71357346
9,947504357;0;1;1;63,71357346
9,97300033;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977563612;0;1;1;63,71357346
9,977563595;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977572214;0;1;1;63,71357346
9,971399304;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977579922;0;1;1;63,71357346
9,970556183;0;11;1;63,71357346
9,977561537;0;1;1;63,71357346
9,961990515;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977506055;0;1;1;63,71357346
9,970614852;0;7;1;63,71357346
9,977579923;0;32;1;63,71357346
9,977579923;0;1;1;63,71357346
9,967467311;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,967013274;0;1;1;63,71357346
9,971252718;0;1;1;63,71357346
9,977579896;9,75E-11;1;1;63,71357346
9,977579922;0;4;1;63,71357346
9,977566407;0;2;1;63,71357346
9,977553202;0;1;1;63,71357346
9,977572437;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977509092;0;1;1;63,71357346
9,974304203;0;1;1;63,71357346
9,977574311;0;1;1;63,71357346
9,974794212;0;1;1;63,71357346
9,973586511;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977554463;0;1;1;63,71357346
9,96373649;0,360193867;49;1;63,71357346
9,977579923;0;1;1;63,71357346
9,969800435;0;1;1;63,71357346
9,976928625;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,967232022;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,974641285;0;1;1;63,71357346
9,971937987;0;1;1;63,71357346
9,975268946;0;1;1;63,71357346
9,967396436;0;1;1;63,71357346
9,974297842;0;2;1;63,71357346
9,966999601;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,97757992;0;1;1;63,71357346
9,967275073;0;3;1;63,71357346
9,973985003;0;1;1;63,71357346
9,977493724;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,966985094;0;1;1;63,71357346
9,967301668;0;1;1;63,71357346
9,977578087;0;1;1;63,71357346
9,967546848;0;1;1;63,71357346
9,97401902;0;1;1;63,71357346
9,974631201;0;1;1;63,71357346
9,977579923;0;8;1;63,71357346
9,977579908;0;1;1;63,71357346
9,970338363;0;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,96885003;0;1;1;63,71357346
9,978086625;0,021913124;24;1;63,71357346
9,977567894;0;1;1;63,71357346
9,977550295;0;1;1;63,71357346
9,977579923;0;6;1;63,71357346
9,974246044;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,97756584;0;1;1;63,71357346
9,974927282;0;1;1;63,71357346
9,977550837;0;1;1;63,71357346
9,969983828;0;1;1;63,71357346
9,977557293;0;1;1;63,71357346
9,974624162;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977579552;0;20;1;63,71357346
9,9775682;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977555132;0;1;1;63,71357346
9,977569148;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579919;0;1;1;63,71357346
9,977513878;0;1;1;63,71357346
9,977567467;0;1;1;63,71357346
9,977571856;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,97479862;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,974268201;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579921;0;1;1;63,71357346
9,973913246;0;4;1;63,71357346
9,974871518;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977561616;0;1;1;63,71357346
9,977571774;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,980560178;2,047934784;1;1;63,71357346
9,97749727;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977577582;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579316;0;1;1;63,71357346
9,977555475;0;1;1;63,71357346
9,97542147;0;2;1;63,71357346
9,977574262;0;1;1;63,71357346
9,973446265;0;1;1;63,71357346
9,975248762;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977570956;0;1;1;63,71357346
9,975636729;0;2;1;63,71357346
9,975105119;0;1;1;63,71357346
9,965486366;0;1;1;63,71357346
9,97757504;0;1;1;63,71357346
9,975624304;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,968341196;0;1;1;63,71357346
9,977576364;0;1;1;63,71357346
9,97548755;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,97754223;0;1;1;63,71357346
9,977573609;0;3;1;63,71357346
9,977573411;0;1;1;63,71357346
9,975042389;0;1;1;63,71357346
9,977572484;0;1;1;63,71357346
9,97756939;0;1;1;63,71357346
9,968161803;0;1;1;63,71357346
9,977539371;0;1;1;63,71357346
9,97757992;0;1;1;63,71357346
9,977574096;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977570718;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977568438;0;1;1;63,71357346
9,974336323;0,001345474;1;1;63,71357346
9,977530362;0;2;1;63,71357346
9,977554655;2,53E-05;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,9775765;0;1;1;63,71357346
9,975482921;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977579923;0;9;1;63,71357346
9,975850671;0;1;1;63,71357346
9,977579923;0;5;1;63,71357346
9,977565504;0;1;1;63,71357346
9,977570241;0;1;1;63,71357346
9,980097758;1,637795903;40;1;63,71357346
9,975306907;0,004714357;32;1;63,71357346
9,977579923;0;20;1;63,71357346
9,97586491;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,974537334;0;1;1;63,71357346
9,977283732;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,976042582;0;1;1;63,71357346
9,969685542;0,138707365;1;1;63,71357346
9,960462006;0,242128653;12;1;63,71357346
9,977579923;0;1;1;63,71357346
9,960623778;1,497390144;34;1;63,71357346
9,960380562;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,96443867;0,322285764;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,971381606;0;1;1;63,71357346
9,977565306;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,961739173;2,692098012;28;1;63,71357346
9,972013846;0;1;1;63,71357346
9,976051052;0;1;1;63,71357346
9,965938063;0;1;1;63,71357346
9,968588788;2,78710689;24;1;63,71357346
9,977573395;0;1;1;63,71357346
9,970545339;0;1;1;63,71357346
9,961023887;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,970591781;0;1;1;63,71357346
9,976223564;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977570035;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,968468077;0;3;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977575559;0;1;1;63,71357346
9,977574786;0;1;1;63,71357346
9,960799353;1,182514178;49;1;63,71357346
9,971930267;0;1;1;63,71357346
9,970526451;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,976109946;0;1;1;63,71357346
9,976018236;0;1;1;63,71357346
9,97640943;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,970750574;0;1;1;63,71357346
9,977574324;0;1;1;63,71357346
9,977558603;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,97757992;0;1;1;63,71357346
9,974364198;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977567326;0;1;1;63,71357346
9,975082578;0;1;1;63,71357346
9,97757591;0;1;1;63,71357346
9,97757992;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;7;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,971195245;0;1;1;63,71357346
9,977579875;0;1;1;63,71357346
9,973851428;0;1;1;63,71357346
9,977579922;0;2;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,975005274;0;1;1;63,71357346
9,976148134;0;1;1;63,71357346
9,974818271;0;1;1;63,71357346
9,977570801;0;1;1;63,71357346
9,977579922;0;4;1;63,71357346
9,976244856;0;1;1;63,71357346
9,969716509;0;2;1;63,71357346
9,976237171;0;3;1;63,71357346
9,977551947;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977572499;0;1;1;63,71357346
9,977575261;0;1;1;63,71357346
9,977541735;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,959519274;0,108309334;2;1;63,71357346
9,977579916;0;1;1;63,71357346
9,977557091;0;1;1;63,71357346
9,976752462;0;1;1;63,71357346
9,97757084;0;1;1;63,71357346
9,976595656;0;1;1;63,71357346
9,977579923;0;5;1;63,71357346
9,968224388;0;1;1;63,71357346
9,975503585;0;1;1;63,71357346
9,977575548;0;1;1;63,71357346
9,975749731;0;1;1;63,71357346
9,976221972;0;1;1;63,71357346
9,974949739;0;1;1;63,71357346
9,976345781;0;1;1;63,71357346
9,977554544;0;2;1;63,71357346
9,977573075;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977211948;0;1;1;63,71357346
9,975467314;0;1;1;63,71357346
9,975647829;0;1;1;63,71357346
9,975686285;0;1;1;63,71357346
9,965005058;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,968167481;0;1;1;63,71357346
9,977574905;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,97757567;0;1;1;63,71357346
9,968212166;0;2;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,975156197;0;20;1;63,71357346
9,975978616;0;1;1;63,71357346
9,977579921;0;1;1;63,71357346
9,975452784;0;1;1;63,71357346
9,977579921;0;1;1;63,71357346
9,977577436;0;1;1;63,71357346
9,975887046;0;1;1;63,71357346
9,975723132;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,975822199;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977573166;0;1;1;63,71357346
9,97604895;0;2;1;63,71357346
9,976259004;0;1;1;63,71357346
9,977568069;0;1;1;63,71357346
9,976106586;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,976342697;0;1;1;63,71357346
9,972373048;0;1;1;63,71357346
9,97587173;0;1;1;63,71357346
9,976003111;8,95E-06;1;1;63,71357346
9,968250697;0;1;1;63,71357346
9,96297546;0,03702454;49;1;63,71357346
9,977734964;0,593699818;7;1;63,71357346
9,973973017;0,003615011;1;1;63,71357346
9,977579923;3,84E-15;1;1;63,71357346
9,977579922;3,54E-10;1;1;63,71357346
9,971784769;0,005248187;1;1;63,71357346
9,977579899;2,38E-08;1;1;63,71357346
9,977541711;3,86E-05;1;1;63,71357346
9,977579922;1,72E-10;1;1;63,71357346
9,967900897;0,075618924;20;1;63,71357346
9,977570069;9,88E-06;1;1;63,71357346
9,973931776;0,00364201;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;7,84E-13;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,968281212;0;1;1;63,71357346
9,977572946;6,99E-06;1;1;63,71357346
9,977563948;1,60E-05;1;1;63,71357346
9,977579922;2,28E-10;8;1;63,71357346
9,9703503;0,005596631;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977533465;4,72E-05;2;1;63,71357346
9,974081894;0,003505887;1;1;63,71357346
9,974093094;0,003494617;1;1;63,71357346
9,977579923;3,12E-13;1;1;63,71357346
9,968341873;0,002882031;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977552016;2,77E-05;1;1;63,71357346
9,968281604;0;1;1;63,71357346
9,968359013;0,002865826;1;1;63,71357346
9,974035742;0,003552096;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,968299595;0;1;1;63,71357346
9,974644061;0,061046217;17;1;63,71357346
9,974028711;0,003558952;1;1;63,71357346
9,961632034;2,51046855;45;1;63,71357346
9,977579922;2,21E-10;1;1;63,71357346
9,977569736;1,02E-05;1;1;63,71357346
9,977574178;5,76E-06;1;1;63,71357346
9,974040681;0,003547187;1;1;63,71357346
9,977579922;9,52E-10;1;1;63,71357346
9,968447191;0,013691721;10;1;63,71357346
9,977579923;9,24E-13;1;1;63,71357346
9,977579923;4,06E-13;1;1;63,71357346
9,973607641;0,003544362;1;1;63,71357346
9,973932747;0,003635232;1;1;63,71357346
9,974022959;0,003564903;1;1;63,71357346
9,974019879;0,003566933;1;1;63,71357346
9,97757717;2,48E-06;1;1;63,71357346
9,972623186;3,076152755;49;1;63,71357346
9,976581943;0,000921674;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;9;1;63,71357346
9,977579923;7,15E-13;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579919;2,83E-10;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,968329681;0;3;1;63,71357346
9,977579923;6,09E-14;1;1;63,71357346
9,977573934;6,00E-06;1;1;63,71357346
9,975316262;0,000853377;1;1;63,71357346
9,977434087;0,000130668;2;1;63,71357346
9,962632072;0,007920407;5;1;63,71357346
9,977578646;5,45E-07;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,974434205;0,003152784;1;1;63,71357346
9,977555743;2,42E-05;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,974443504;0,003138417;1;1;63,71357346
9,964057999;0,005330388;1;1;63,71357346
9,974460438;0,003126494;1;1;63,71357346
9,977541646;3,80E-05;1;1;63,71357346
9,974421833;0,003165102;1;1;63,71357346
9,975764559;0,001122532;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,971153835;0,002433765;1;1;63,71357346
9,974428784;0,003156904;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977575392;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,961332876;0,007421533;1;1;63,71357346
9,977571364;0;1;1;63,71357346
9,971195211;0,000885296;1;1;63,71357346
9,977579922;0;1;1;63,71357346
9,968361395;0;1;1;63,71357346
9,977577329;1,51E-06;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,97734969;0,000230748;1;1;63,71357346
9,968639225;0;1;1;63,71357346
9,977579923;6,71E-12;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977531282;4,07E-05;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;1,47E-11;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977561972;1,80E-05;2;1;63,71357346
9,977579923;2,66E-13;1;1;63,71357346
9,969802554;0,005969572;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,970297437;0,006067523;2;1;63,71357346
9,969893011;0,000665907;1;1;63,71357346
9,966946305;0,006530967;8;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,972235935;0,001159973;2;1;63,71357346
9,967388611;1,325460858;1;1;63,71357346
9,967820608;0,874322123;23;1;63,71357346
9,977388541;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,976558273;0;1;1;63,71357346
9,976260929;0;1;1;63,71357346
9,976325635;0;1;1;63,71357346
9,977579923;0;2;1;63,71357346
9,977579923;0;1;1;63,71357346
9,968686372;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,967420744;0,004425743;8;1;63,71357346
9,977579922;0;1;1;63,71357346
9,976201862;0;1;1;63,71357346
9,977527094;0;1;1;63,71357346
9,976357591;0;1;1;63,71357346
9,976295777;0;1;1;63,71357346
9,976211319;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,976401259;0;1;1;63,71357346
9,977579923;0;1;1;63,71357346
9,975941321;0;1;1;63,71357346
9,976187725;0;1;1;63,71357346
9,977575026;0;1;1;63,71357346
