trial;last_task_accuracy;kmeans_k;knn_k;shrinkage_alpha_0;shrinkage_alpha_1;tukey_lambda
253;71,96;50;6;1,346806038;0,865115789;0,432399327
288;71,96;50;5;1,734686573;0,5;0,34036397
298;71,96;50;4;0,728904834;0,5;0,387787619
521;71,96;50;5;0,997464378;0,670376718;0,410800291
607;71,96;50;5;1,2756987;0,643690791;0,360114422
857;71,96;20;3;1,081122417;0,5;0,407950519
1049;71,96;50;8;1,719191967;0,5;0,3
1256;71,96;20;7;1,030406704;0,5;0,395971154
1337;71,96;50;6;1,43712858;1,188983129;0,393493149
1408;71,96;50;8;1,55485748;0,5;0,319266435
1440;71,96;35;6;0,834257542;0,5;0,388110189
1446;71,96;20;6;1,085818522;0,5;0,365172979
1553;71,96;50;10;0,975345876;0,5;0,435177921
1561;71,96;50;8;1,554160476;0,5;0,3
1846;71,96;35;8;0,881976186;0,5;0,382525343
1929;71,96;50;8;1,655147382;0,5;0,3
2069;71,96;50;8;1,176554602;0,5;0,340731411
2132;71,96;20;6;0,87275635;0,652071328;0,387121299
2556;71,96;34;9;0,891671767;0,5;0,351882807
2615;71,96;50;7;1,759746004;0,75679404;0,3
2639;71,96;50;10;1,005035991;0,5;0,395832858
2677;71,96;36;7;1,448666488;0,5;0,3355987
2838;71,96;33;6;1,218014169;0,698543568;0,333439631
2849;71,96;50;5;0,990784561;0,5;0,439093474
2879;71,96;38;8;1,033218554;0,5;0,375957057
3062;71,96;20;4;1,188202259;0,5;0,396852163
3100;71,96;50;6;1,83100624;0,5;0,3
3122;71,96;50;12;0,944664738;0,5;0,382779995
3234;71,96;28;6;1,490382518;0,5;0,335003979
3371;71,96;20;3;0,930881939;0,5;0,361718408
3398;71,96;43;8;0,879316992;0,5;0,387197891
3536;71,96;29;8;0,950957535;0,5;0,411243518
3541;71,96;50;5;0,89862161;0,5;0,401960144
3604;71,96;20;3;1,076054365;0,698233645;0,371206051
3619;71,96;20;4;1,390179137;0,784322969;0,38373209
3621;71,96;50;13;1,217205478;0,5;0,349901585
3902;71,96;50;8;1,522809694;0,5;0,3
3997;71,96;50;6;1,230871625;0,5;0,441393405
4066;71,96;29;4;0,837768466;0,5;0,394834683
4088;71,96;50;15;1,057459492;0,5;0,371177112
4133;71,96;27;6;1,068308679;0,5;0,330938024
4325;71,96;43;6;0,823466335;0,5;0,394942652
4404;71,96;29;4;0,985580218;0,68110477;0,401077184
4433;71,96;28;6;1,154184972;0,5;0,407620195
4466;71,96;28;5;1,094818786;0,5;0,402382528
4567;71,96;50;8;1,11360751;0,5;0,351712173
4582;71,96;29;8;1,502391828;0,819798419;0,329228145
4623;71,96;50;4;1,192657001;0,5;0,386213167
4655;71,96;43;8;0,928662199;0,5;0,396851939
4728;71,96;26;4;1,072895656;0,5;0,451460942
4807;71,96;44;4;0,946394854;0,5;0,374115051
4939;71,96;43;4;0,874629809;0,823739075;0,436364189
5004;71,96;46;6;0,909657282;0,5;0,406076922
5064;71,96;45;4;0,893770124;0,5;0,374517093
5089;71,96;26;4;1,352714021;1,008147163;0,430004124
5118;71,96;46;6;0,966646484;0,5;0,409882569
5298;71,96;24;6;1,197718685;0,5;0,391755094
5301;71,96;24;4;0,890871925;0,5;0,38523477
5348;71,96;25;16;0,873047463;0,5;0,362197483
5364;71,96;34;5;1,298536601;0,5;0,344169032
5382;71,96;24;4;1,136045131;0,5;0,36320912
5389;71,96;47;6;1,072623672;0,5;0,4074313
5446;71,96;44;5;1,278919758;0,5;0,455719711
5451;71,96;33;7;1,221084082;0,5;0,333905053
5507;71,96;45;4;0,765461856;0,5;0,411172221
5512;71,96;46;8;1,152884746;0,5;0,367048989
5614;71,96;24;14;0,922522402;0,5;0,394515448
5728;71,96;24;9;0,899510475;0,5;0,370421912
5797;71,96;46;4;1,10925859;0,731804359;0,394977339
5848;71,96;25;14;0,978919167;0,5;0,371088215
5863;71,96;33;6;1,036138959;0,5;0,344278529
5882;71,96;25;5;1,306342976;0,5;0,347529942
6178;71,96;31;4;1,140154895;0,5;0,384631026
6361;71,96;45;8;0,796282454;0,5;0,344282966
6504;71,96;46;4;0,89485278;0,711087413;0,418394137
6558;71,96;25;4;1,025913851;0,706171732;0,418120301
6595;71,96;41;8;1,395931123;0,5;0,3
6605;71,96;24;6;0,958742718;0,702694296;0,44778098
6757;71,96;23;6;1,186405007;0,5;0,343753995
6771;71,96;24;3;1,058301217;0,5;0,33938315
6846;71,96;24;4;0,830995951;0,5;0,421260224
6883;71,96;42;5;0,984483574;0,5;0,400748732
6942;71,96;46;8;1,411891141;0,750847963;0,32818661
7101;71,96;46;4;1,330611687;0,5;0,441984233
7283;71,96;25;4;1,172089986;0,5;0,462566702
7425;71,96;46;8;1,050591973;0,5;0,361120692
7434;71,96;42;4;1,042992317;0,5;0,37832249
7468;71,96;50;10;0,929399827;0,5;0,39622487
119;71,94;50;7;0,869261431;0,5;0,401103152
231;71,94;50;7;1,716473404;0,5;0,3
331;71,94;20;3;1,121193198;0,801603395;0,362205032
563;71,94;20;4;1,466950081;0,808153617;0,38230156
602;71,94;20;6;1,323520496;0,5;0,348031501
698;71,94;37;5;1,608739666;0,5;0,341356694
1061;71,94;20;8;0,874329057;0,5;0,349036042
1392;71,94;50;6;0,805737999;0,5;0,364197842
1412;71,94;20;4;0,914949974;0,5;0,39479196
1480;71,94;50;8;1,900009681;0,716229624;0,332640664
1587;71,94;35;6;0,914270113;0,5;0,379581201
1931;71,94;35;4;1,328087304;0,5;0,349474481
1945;71,94;50;8;1,317787829;0,769987195;0,374083226
2093;71,94;20;6;0,703005829;0,5;0,405779499
2174;71,94;50;8;1,856126296;0,860601908;0,3
2325;71,94;35;6;0,770017768;0,5;0,397898418
2347;71,94;50;13;1,189623727;0,5;0,42881957
2390;71,94;50;12;0,893953864;0,5;0,423408084
2509;71,94;50;4;1,199523759;0,5;0,375278302
2538;71,94;50;4;0,870149897;0,5;0,350728884
2590;71,94;38;6;1,247844553;0,5;0,382266813
2624;71,94;50;6;1,493439777;1,176527769;0,368453224
2801;71,94;50;5;0,984895951;0,5;0,365832167
2802;71,94;50;14;0,874799387;0,5;0,378919655
2926;71,94;36;6;0,875813132;0,5;0,422911299
2935;71,94;50;6;1,738383496;0,5;0,341900201
2968;71,94;34;7;0,986278912;0,5;0,391000991
3022;71,94;20;6;1,295950675;0,752961257;0,342925277
3238;71,94;34;7;1,042903056;0,5;0,3
3307;71,94;41;8;1,161995078;0,710194339;0,373245425
3331;71,94;39;8;0,994841547;0,5;0,463024985
3350;71,94;20;5;1,15060554;0,5;0,371391889
3627;71,94;50;13;1,084021827;0,5;0,428942956
3694;71,94;38;4;0,923951818;0,5;0,348516214
3894;71,94;20;5;1,025879211;0,5;0,375066357
4011;71,94;50;7;1,715036639;0,5;0,3
4041;71,94;50;5;0,917411153;0,5;0,373662129
4093;71,94;28;4;1,036662061;0,5;0,371391727
4098;71,94;20;3;1,349864854;0,5;0,35309287
4152;71,94;50;5;1,38494803;0,5;0,377526942
4341;71,94;43;8;0,89084791;0,5;0,355755846
4382;71,94;27;4;1,297405479;0,5;0,397573092
4419;71,94;39;7;1,361229751;0,5;0,377621956
4520;71,94;29;5;1,349243655;0,5;0,356655757
4547;71,94;27;6;1,025022775;0,5;0,336913019
4564;71,94;42;9;1,383660196;0,719820656;0,345559136
4579;71,94;44;6;1,034477643;0,5;0,397919819
4597;71,94;26;4;1,488223535;0,5;0,400081149
4731;71,94;43;3;0,842235361;0,5;0,354447954
4750;71,94;30;6;1,419589071;0,5;0,3277062
4826;71,94;41;5;1,116601001;0,5;0,337231527
4859;71,94;43;4;1,163294398;0,703777957;0,344346944
4868;71,94;33;6;1,262408327;0,5;0,345971655
4894;71,94;44;4;1,049207205;0,5;0,348270704
4900;71,94;43;3;1,097864315;0,5;0,405202978
4952;71,94;44;4;1,193503836;0,5;0,43687082
4953;71,94;45;4;1,045045526;0,67641187;0,397425421
4975;71,94;44;6;1,013354494;0,5;0,450061667
5223;71,94;25;7;1,029446848;0,5;0,413970512
5268;71,94;37;7;0,894675149;0,5;0,352884627
5292;71,94;25;5;1,287568756;0,5;0,384822253
5436;71,94;25;8;1,172592226;0,5;0,401267013
5503;71,94;24;8;1,461650053;0,5;0,352120956
5571;71,94;39;4;1,105544892;0,702868178;0,355363941
5578;71,94;24;11;1,128575163;0,5;0,363454146
5682;71,94;40;3;0,852610316;0,5;0,400101429
5696;71,94;25;8;0,89139287;0,78261217;0,428472162
5712;71,94;47;6;0,818812071;0,5;0,402716144
5770;71,94;36;4;1,18681147;0,5;0,346404339
5771;71,94;38;6;0,946046907;0,5;0,345463593
5806;71,94;25;7;1,172966354;0,773426225;0,368884851
5856;71,94;24;7;1,085538439;0,5;0,377520608
5994;71,94;25;5;0,926598197;0,5;0,43665936
6067;71,94;38;6;1,026209807;0,5;0,339695928
6081;71,94;46;4;0,841165907;0,5;0,366427591
6091;71,94;37;8;0,864134733;0,5;0,436190785
6109;71,94;24;8;0,727108075;0,5;0,358594606
6329;71,94;39;4;1,311333771;0,5;0,413573682
6437;71,94;44;6;1,108607548;0,5;0,345300153
6464;71,94;25;5;0,821348969;0,5;0,444960942
6561;71,94;46;4;0,803422086;0,5;0,373643894
6567;71,94;45;6;0,786317772;0,760535587;0,414193509
6610;71,94;34;4;1,348121389;0,5;0,3
6635;71,94;33;7;1,25111321;0,5;0,32831765
6658;71,94;34;5;1,480582322;0,730733144;0,349798494
6717;71,94;29;15;0,762232018;0,5;0,354646452
6723;71,94;45;6;1,229081617;0,5;0,443850928
6976;71,94;46;8;1,297220538;0,5;0,355884153
7009;71,94;45;6;0,95369838;1,03578336;0,41680623
7150;71,94;46;6;0,931286726;0,78881353;0,382667268
7168;71,94;24;6;0,813277151;0,5;0,444866207
7277;71,94;47;4;1,105190289;0,5;0,445894863
7306;71,94;24;14;0,864974169;0,5;0,362411645
7318;71,94;30;3;0,900557636;0,5;0,382286927
7323;71,94;47;6;1,114009887;0,78467872;0,400780209
7411;71,94;46;6;1,215089408;0,829596344;0,461577548
7413;71,94;24;5;0,737282021;0,5;0,454329218
7495;71,94;46;3;1,164456466;0,821144609;0,353053096
7533;71,94;33;6;1,450107159;0,5;0,33232877
7555;71,94;28;4;1,356510102;0,5;0,442504245
34;71,92;34;7;1,074431815;0,5;0,369221646
110;71,92;50;8;0,999441902;0,5;0,41856013
194;71,92;20;6;0,933836382;0,5;0,3
265;71,92;20;4;1,400262489;0,972369119;0,407302554
307;71,92;50;6;1,785304579;0,5;0,3
529;71,92;50;5;1,31496422;0,65527104;0,355783648
564;71,92;20;3;1,35202429;1,19980925;0,378331528
634;71,92;20;8;0,776069578;0,5;0,371061378
639;71,92;20;3;1,481951162;0,5;0,339386187
677;71,92;20;7;0,937621766;0,5;0,356323447
682;71,92;50;7;1,246974139;0,5;0,370410342
810;71,92;50;11;1,091272628;0,5;0,381719633
1277;71,92;50;8;1,596494492;0,728386414;0,3
1709;71,92;50;6;1,848637101;0,5;0,3
1797;71,92;20;6;0,96161096;0,690110329;0,353210145
1912;71,92;50;7;1,581798483;0,5;0,336414401
1949;71,92;50;8;0,888204198;0,5;0,341399874
2042;71,92;20;4;1,346339696;0,5;0,380140221
2139;71,92;50;8;1,870747406;0,5;0,3
2204;71,92;50;6;0,98302158;0,750286174;0,35683347
2228;71,92;50;12;1,150556076;0,5;0,448575153
2271;71,92;50;4;1,356064125;0,5;0,34067773
2395;71,92;20;8;0,879666119;0,5;0,365441301
2462;71,92;20;3;1,628584976;0,785809478;0,34773715
2472;71,92;20;4;1,491828544;0,5;0,352924756
2475;71,92;50;6;0,874942822;0,755926787;0,441386451
2588;71,92;50;13;1,043669281;0,5;0,377444776
2649;71,92;35;8;1,025563723;0,5;0,340852386
2679;71,92;37;8;1,465667204;0,802078077;0,340793174
2686;71,92;35;4;1,05291269;0,5;0,338833607
2771;71,92;36;15;1,270249798;0,782588174;0,337618744
2832;71,92;39;10;1,080895849;0,5;0,337376878
2843;71,92;20;11;0,890950477;0,5;0,38643106
2950;71,92;20;4;1,158097674;0,702581067;0,400056297
2984;71,92;50;4;1,078929062;0,5;0,425184344
3040;71,92;50;6;1,85912055;0,719924486;0,3
3114;71,92;20;6;0,7005415;0,5;0,407580838
3136;71,92;20;4;1,010461892;0,5;0,421508461
3246;71,92;36;7;1,182495423;0,821449377;0,340225761
3286;71,92;27;6;1,208866141;0,5;0,356105363
3287;71,92;30;6;1,827152543;0,706681691;0,340596373
3330;71,92;50;15;1,078065556;0,5;0,366740547
3352;71,92;37;8;1,373886169;0,779214131;0,394411692
3412;71,92;41;10;1,142367506;0,5;0,350605617
3439;71,92;20;6;1,317998356;0,5;0,370875771
3516;71,92;50;8;1,577133121;0,789490743;0,3
3524;71,92;50;5;1,16504471;0,5;0,346431687
3582;71,92;20;4;0,870795112;0,5;0,382892081
3615;71,92;50;5;1,554686503;0,5;0,342934273
3731;71,92;31;5;0,921162288;0,5;0,396918302
3807;71,92;26;6;0,850675353;0,5;0,399368157
3824;71,92;39;12;1,549025026;0,737143012;0,348647525
3898;71,92;20;7;1,092388099;0,5;0,402432983
3998;71,92;50;10;0,954466132;0,72723243;0,426113202
4147;71,92;20;5;1,186372309;0,5;0,409899983
4180;71,92;50;7;1,540009056;0,5;0,348192262
4247;71,92;20;6;0,973933937;0,5;0,3
4252;71,92;50;6;1,847104524;0,5;0,3
4296;71,92;50;8;1,827198727;0,5;0,3
4444;71,92;28;14;0,840260395;0,5;0,385327957
4553;71,92;31;8;1,036505133;0,5;0,385339332
4587;71,92;40;4;0,820809262;0,5;0,398226731
4668;71,92;20;4;0,878494016;0,5;0,417568772
4682;71,92;27;11;1,075156917;0,5;0,373385661
4686;71,92;28;4;1,048994379;0,675666801;0,431060768
4931;71,92;43;3;1,201192246;0,868832806;0,391887027
5147;71,92;32;7;1,129922628;0,5;0,350129775
5412;71,92;25;4;1,432486803;0,742896449;0,424749197
5426;71,92;44;7;0,97715383;0,5;0,398517247
5444;71,92;47;6;1,265307198;0,905046833;0,404677518
5452;71,92;43;4;1,046643278;0,800875616;0,32304565
5574;71,92;25;5;1,186360816;0,5;0,328508891
5580;71,92;38;8;0,763633858;0,5;0,397342375
5642;71,92;25;8;1,049448996;0,71553248;0,363431303
5644;71,92;31;4;0,872072742;0,5;0,441050405
5727;71,92;25;8;1,064670819;0,5;0,414544916
5746;71,92;37;6;1,106687617;0,5;0,3
5910;71,92;24;6;1,103491314;0,5;0,421369461
5933;71,92;42;3;0,937681245;0,5;0,404987678
5941;71,92;31;5;0,870530787;0,5;0,428327439
5981;71,92;28;4;1,084672976;0,729775336;0,34970584
5990;71,92;25;16;0,992301338;0,5;0,35881581
6008;71,92;48;6;1,275076491;0,708073387;0,391196681
6163;71,92;33;7;1,074183937;0,5;0,344667581
6334;71,92;25;4;0,948700195;0,5;0,455432103
6349;71,92;30;7;1,18896183;0,5;0,387227815
6402;71,92;37;7;0,964926198;0,5;0,338646189
6580;71,92;46;8;0,787302096;0,5;0,40101087
6733;71,92;40;8;1,268514963;0,5;0,339649982
6813;71,92;25;10;0,996063014;0,5;0,406494032
6839;71,92;46;5;1,202628954;0,5;0,355574709
6843;71,92;37;7;1,114713265;0,5;0,37573666
6871;71,92;50;13;0,718378739;0,5;0,397699385
7001;71,92;40;6;0,820061161;0,5;0,431394992
7022;71,92;46;6;1,046218552;0,768256176;0,443088487
7047;71,92;50;5;1,21369049;0,5;0,341912406
7058;71,92;20;7;1,012963745;0,5;0,359098752
7144;71,92;46;5;1,151605165;1,046911175;0,42880707
7207;71,92;31;8;0,886524565;0,5;0,345512348
7338;71,92;25;4;1,324094836;0,5;0,370858702
7350;71,92;50;8;1,447272956;0,744117487;0,329145347
7365;71,92;31;4;1,088956638;0,5;0,3
7387;71,92;47;5;1,221645734;0,5;0,419792544
7395;71,92;25;4;1,11344973;0,5;0,319562239
7415;71,92;46;9;0,914507803;0,5;0,345318111
7562;71,92;25;4;0,964953738;0,743605431;0,443214045
84;71,9;50;9;0,984831324;0,5;0,378291474
89;71,9;50;7;1,09104519;0,5;0,353705157
115;71,9;38;7;0,937628335;0,5;0,349243217
159;71,9;20;6;0,840259848;0,5;0,340670595
200;71,9;50;7;1,196559685;0,689811058;0,408967362
266;71,9;50;5;1,460194335;0,852955771;0,396644876
347;71,9;38;13;0,899256039;0,5;0,378946877
350;71,9;34;18;0,74349468;0,5;0,407763814
626;71,9;50;5;1,809032936;0,5;0,346382179
702;71,9;20;6;1,39955084;0,5;0,322585908
862;71,9;50;7;1,623167672;0,684840691;0,330588233
878;71,9;50;11;0,909507763;0,5;0,402707965
976;71,9;50;3;0,984236922;0,5;0,374772508
1301;71,9;20;4;1,513373804;0,695184839;0,344672378
1310;71,9;20;8;0,966642538;0,5;0,378040425
1342;71,9;50;8;1,787030108;0,5;0,3
1374;71,9;20;6;0,999363774;0,693556179;0,383317197
1885;71,9;20;3;0,887969882;0,5;0,364827994
1914;71,9;50;6;1,890917125;0,742336065;0,35307121
1982;71,9;20;3;1,346299379;0,5;0,342893891
2015;71,9;50;5;1,441186379;1,0938056;0,434636183
2029;71,9;50;6;1,414459336;0,5;0,3
2110;71,9;37;6;1,048346813;0,681464321;0,394174052
2126;71,9;50;8;0,946104661;0,721829066;0,428671762
2145;71,9;36;12;0,855001453;0,5;0,405075946
2162;71,9;50;13;0,834151022;0,5;0,40372692
2178;71,9;50;11;0,985875226;0,5;0,398470097
2352;71,9;50;14;1,03776484;0,5;0,370871666
2376;71,9;50;8;2;0,97884666;0,3
2387;71,9;50;5;1,401622728;0,5;0,3
2507;71,9;20;4;0,87834631;0,5;0,368303201
2628;71,9;50;6;1,184491246;0,5;0,445205994
2971;71,9;50;15;0,937315893;0,5;0,39872937
3038;71,9;32;6;1,12712224;0,5;0,3
3223;71,9;33;10;1,284817914;0,5;0,3
3267;71,9;36;7;1,392124643;0,944913178;0,349528374
3273;71,9;32;4;1,589091067;0,893664446;0,337663107
3399;71,9;50;4;0,878729138;0,5;0,348056505
3414;71,9;27;6;1,118910018;0,5;0,37418914
3447;71,9;50;5;1,479691804;0,881353694;0,372729467
3498;71,9;20;6;1,065115952;0,703038575;0,351726663
3515;71,9;20;4;1,31403408;0,5;0,388527739
3573;71,9;50;4;0,883776217;0,5;0,3
3715;71,9;27;7;1,135404741;0,5;0,401750247
3725;71,9;28;4;1,221626143;0,5;0,373628351
3798;71,9;50;8;1,720321824;0,962099945;0,3
3872;71,9;50;3;0,784245982;0,5;0,363151372
3910;71,9;50;11;1,044030901;0,5;0,428667024
3935;71,9;50;13;1,382266138;0,5;0,341159181
3978;71,9;50;8;1,551696055;0,5;0,353199529
3983;71,9;20;4;0,680335709;0,5;0,362149768
4005;71,9;20;3;0,935806998;0,5;0,398780642
4113;71,9;50;13;0,743217026;0,5;0,411998093
4230;71,9;42;4;1,180537612;0,5;0,345787878
4267;71,9;28;6;1,362291477;0,715726342;0,366307108
4326;71,9;50;6;0,732247351;0,68356224;0,39699958
4387;71,9;27;6;0,932705639;0,5;0,408564921
4458;71,9;28;6;1,128785235;0,742447851;0,382979427
4473;71,9;28;4;1,087961962;0,5;0,392946787
4504;71,9;29;16;1,082580537;0,5;0,360227501
4612;71,9;27;6;0,984022771;0,5;0,424352629
4647;71,9;29;7;1,242714826;0,743928467;0,348243608
4711;71,9;41;7;0,826890424;0,5;0,371847161
4752;71,9;42;8;0,97003269;0,684578501;0,342666037
4771;71,9;43;4;0,932744637;0,706225224;0,338047904
4827;71,9;44;6;0,738944449;0,5;0,423611534
4871;71,9;28;5;0,778706085;0,5;0,451620978
4880;71,9;44;3;0,81851966;0,5;0,414517229
4891;71,9;44;4;0,819827072;0,5;0,423016184
4906;71,9;33;6;1,377047746;0,664173953;0,341398357
5018;71,9;24;4;1,09261348;0,5;0,397248005
5130;71,9;27;5;0,938155059;0,847718731;0,450761466
5131;71,9;25;4;1,281479718;0,783771485;0,381224731
5279;71,9;24;6;1,331959439;0,5;0,342358524
5309;71,9;27;4;1,356398487;0,897540678;0,461569228
5353;71,9;40;4;1,1585224;0,768539064;0,402381882
5402;71,9;45;8;1,729011349;0,5;0,333664612
5417;71,9;30;4;1,208174435;0,5;0,423941727
5479;71,9;31;6;0,923034296;0,5;0,432440891
5496;71,9;25;13;1,106748574;0,749589617;0,388765469
5513;71,9;46;4;1,031715929;0,5;0,333170032
5515;71,9;24;4;1,151911568;0,5;0,417496693
5517;71,9;41;4;0,909209288;0,5;0,412699833
5557;71,9;27;8;1,693292989;0,5;0,366033984
5630;71,9;46;5;1,255185085;0,826667851;0,425512364
5722;71,9;31;16;0,808748554;0,5;0,376723302
5733;71,9;33;4;1,006864695;0,5;0,355441906
5862;71,9;47;5;0,967464034;0,5;0,435169058
5894;71,9;35;6;1,237406965;0,5;0,3
5917;71,9;39;6;0,793700788;0,5;0,3622128
5930;71,9;45;3;0,775165219;0,5;0,43630093
5937;71,9;30;4;1,219315409;0,758359806;0,438724628
5993;71,9;39;11;0,837922523;0,5;0,392906319
6056;71,9;46;6;0,793801449;0,5;0,35700864
6139;71,9;31;6;1,056822829;0,5;0,448701695
6278;71,9;45;10;0,985518872;0,5;0,375310382
6317;71,9;39;3;1,127930211;0,5;0,378470273
6354;71,9;37;9;1,110991083;0,5;0,354785957
6463;71,9;31;16;0,943462029;0,5;0,363954362
6493;71,9;46;3;0,844285857;0,732044413;0,39681391
6547;71,9;24;10;0,985971354;0,5;0,367605413
6684;71,9;25;4;1,453833102;0,5;0,439327224
6807;71,9;50;8;1,83238763;0,940044553;0,3
6829;71,9;41;8;1,403544878;0,5;0,34051031
7004;71,9;38;13;1,234223799;0,5;0,340637804
7066;71,9;28;4;1,158566413;0,704446379;0,333191058
7134;71,9;46;4;1,206023686;0,5;0,399817085
7178;71,9;46;10;0,908642284;0,5;0,387747071
7259;71,9;23;7;1,417678064;0,5;0,360971171
7288;71,9;50;5;1,436462999;0,5;0,431296253
7316;71,9;41;7;0,962923768;0,5;0,377886552
7329;71,9;32;4;1,042034987;0,5;0,387304382
7412;71,9;47;6;0,849485582;0,720315799;0,415330227
7466;71,9;46;4;0,887393498;0,5;0,342464763
7467;71,9;50;15;1,26849634;0,5;0,355001523
7542;71,9;46;8;1,599265453;0,790324977;0,339616473
7577;71,9;50;8;1,630036118;0,995604293;0,338312624
40;71,88;37;10;1,273365164;0,5;0,361099625
71;71,88;50;9;0,942092967;0,5;0,35330385
199;71,88;50;6;0,723208983;0,5;0,435048152
261;71,88;50;8;2;0,5;0,3
336;71,88;20;4;1,290850169;0,928648849;0,393490045
517;71,88;50;7;1,113934641;0,682759193;0,400976114
550;71,88;50;8;1,631477227;0,5;0,3583386
694;71,88;50;6;1,034892194;1,013020214;0,417156899
815;71,88;20;3;1,280967579;0,861203213;0,401182465
865;71,88;50;12;1,092022765;0,5;0,422651195
1066;71,88;20;3;0,770108325;0,5;0,356002056
1280;71,88;20;3;1,612461501;0,77329445;0,323328259
1435;71,88;50;6;1,628042855;0,870438999;0,364293349
1439;71,88;50;8;2;1,120016527;0,327443269
1443;71,88;50;12;0,853777976;0,5;0,381299282
1460;71,88;50;4;0,926655148;0,5;0,35375169
1463;71,88;50;8;2;0,5;0,343742853
1563;71,88;50;8;2;0,5;0,3
1681;71,88;20;3;1,426051336;0,988488219;0,378183813
1765;71,88;50;8;1,274510615;0,5;0,387605819
1772;71,88;50;6;2;0,730232871;0,3
1891;71,88;50;15;1,044544868;0,5;0,424371129
1907;71,88;20;6;1,541582936;0,5;0,362403826
2009;71,88;50;7;1,515468669;0,732687625;0,325382402
2035;71,88;50;6;1,724453227;0,693049883;0,334620614
2071;71,88;50;14;1,020471662;0,5;0,413367985
2175;71,88;20;6;1,041335447;0,5;0,3
2208;71,88;20;4;1,514791261;0,788112239;0,414750845
2211;71,88;20;4;1,10484968;0,5;0,422990954
2289;71,88;50;8;2;0,5;0,3
2458;71,88;20;3;1,393141586;0,5;0,34001964
2476;71,88;20;5;0,945587542;0,5;0,355902314
2560;71,88;50;10;0,977924423;0,5;0,3
2645;71,88;36;16;1,30197764;0,5;0,332066792
2697;71,88;37;9;1,318998328;0,5;0,3
2821;71,88;38;15;1,223277941;0,5;0,341841965
2826;71,88;20;6;1,60232369;0,5;0,340161302
2854;71,88;35;8;0,849318063;0,5;0,369185743
2884;71,88;27;6;1,294394216;0,5;0,341906086
2899;71,88;20;20;0,847575037;0,5;0,348847365
2907;71,88;35;4;1,068166503;0,734177378;0,39577671
2954;71,88;50;13;1,020712341;0,717838284;0,399083643
3007;71,88;50;10;0,928439463;0,5;0,471211612
3140;71,88;38;5;1,364246129;0,5;0,33095014
3151;71,88;34;7;1,250258912;0,5;0,368143784
3195;71,88;27;6;0,969201826;0,5;0,372591185
3312;71,88;30;6;1,652210456;0,5;0,342206284
3323;71,88;30;8;1,128513027;0,5;0,340533291
3325;71,88;20;5;1,337648452;0,73873904;0,382038892
3366;71,88;50;8;2;0,5;0,3
3424;71,88;50;12;1,033519961;0,776685573;0,434040511
3430;71,88;40;8;0,848095334;0,5;0,430398676
3474;71,88;50;8;2;0,769865276;0,337424142
3484;71,88;42;4;1,113102899;0,5;0,392007445
3514;71,88;41;12;1,076835617;0,5;0,350979858
3544;71,88;50;8;1,842683764;0,5;0,3
3549;71,88;50;7;1,864528502;0,805853746;0,3
3865;71,88;20;3;0,740973065;0,5;0,344134784
3887;71,88;37;15;1,329681178;0,5;0,3
3924;71,88;50;8;1,850704482;0,773051986;0,339826591
3955;71,88;50;11;0,809439124;0,5;0,421041567
3970;71,88;41;4;1,029980058;0,697816409;0,41008831
4131;71,88;50;7;2;0,80835884;0,3
4164;71,88;50;5;0,947749705;0,5;0,464461835
4208;71,88;50;7;1,393162156;0,5;0,3
4242;71,88;20;4;1,570729171;0,5;0,347552691
4550;71,88;27;5;0,82167755;0,5;0,40566927
4583;71,88;28;4;1,167917301;0,74265403;0,424173043
4747;71,88;41;10;1,380956566;0,5;0,341003111
4774;71,88;43;4;0,954589142;0,5;0,3
4802;71,88;43;3;1,038160421;0,800161095;0,363075061
4969;71,88;25;4;0,784136752;0,5;0,332742895
5096;71,88;25;5;0,912050047;0,5;0,368969167
5250;71,88;26;4;1,061515859;0,721050062;0,455793997
5373;71,88;25;12;1,037598504;0,5;0,385654092
5378;71,88;46;4;0,881796341;0,5;0,366891815
5384;71,88;25;5;1,005266289;0,5;0,405255119
5548;71,88;44;7;1,380138168;0,5;0,345169676
5568;71,88;24;7;1,325737189;0,5;0,347314341
5572;71,88;33;5;1,368452849;0,5;0,344379065
5606;71,88;36;10;1,218311202;0,5;0,342861458
5612;71,88;45;7;0,847990936;0,5;0,358986923
5751;71,88;25;5;1,064933757;0,793795085;0,397657729
5842;71,88;39;9;1,303080546;0,5;0,352269401
5897;71,88;38;18;0,886865724;0,5;0,364453312
5915;71,88;29;4;1,452434353;0,5;0,3
5924;71,88;24;6;1,333515776;0,5;0,361215635
6043;71,88;40;8;1,246717421;0,5;0,346168153
6113;71,88;25;14;1,122624762;0,5;0,362785238
6128;71,88;47;6;0,991001198;0,5;0,425873536
6132;71,88;24;11;1,236955519;0,5;0,360405276
6138;71,88;24;8;0,996879905;0,5;0,387646174
6162;71,88;24;10;1,240676646;0,5;0,364883938
6379;71,88;46;3;1,047424597;0,726055788;0,363245159
6419;71,88;31;9;1,038191991;0,5;0,335772494
6538;71,88;25;5;1,404288806;0,5;0,347824725
6573;71,88;38;8;0,956264632;0,5;0,321312417
6698;71,88;42;4;0,847964463;0,5;0,412872317
6708;71,88;42;4;0,970095704;0,5;0,440777809
6726;71,88;37;16;1,019888613;0,5;0,360671421
6746;71,88;50;8;2;0,5;0,3
6798;71,88;37;7;0,914512631;0,5;0,431267038
