tukey_lambda;shrinkage_alpha_0;shrinkage_alpha_1;knn_k;kmeans_k;last_task_accuracy
0,456855517;1,171960088;1,614979923;5;43;52,71999741
0,457028571;1,169978485;1,613978511;5;43;52,71999741
0,429619205;1,108726715;1,634832353;6;36;52,71999741
0,416468728;0,96717319;1,60409315;6;28;52,71999741
0,437585652;1,051199249;2;9;27;52,71999741
0,457407493;1,294606126;1,566961917;6;39;52,71999741
0,442318101;0,937434881;2;5;27;52,71999741
0,449605803;1,131977936;2;6;36;52,71999741
0,401924981;1,008663125;1,040463312;8;28;52,71999741
0,443545037;1,100029982;1,143078395;6;37;52,71999741
0,446908992;1,213632033;1,288627186;5;38;52,71999741
0,45502332;1,144216136;2;7;38;52,71999741
0,402985699;0,85867348;1,450612989;7;33;52,71999741
0,459858216;1,15628927;1,222656534;8;38;52,71999741
0,426474778;0,9793855;2;8;50;52,71999741
0,43159194;1,016120999;1,266537732;8;30;52,71999741
0,464720007;1,311488668;2;7;39;52,71999741
0,456737096;1,25965381;2;6;45;52,71999741
0,419174405;1,022988768;1,604010363;5;29;52,71999741
0,436255627;1,01001865;1,586737018;4;50;52,71999741
0,443332637;1,07208257;1,139222302;7;40;52,71999741
0,439437764;0,899544715;1,503276311;7;30;52,71999741
0,438767766;1,014795952;1,069897824;10;25;52,71999741
0,41059548;1,284489397;2;9;50;52,71999741
0,442461899;1,10553579;2;7;39;52,71999741
0,431759244;1,06633952;1,550099984;10;50;52,71999741
0,445942198;1,125448231;2;9;31;52,71999741
0,430156273;1,187285787;1,630902018;5;40;52,71999741
0,463657491;1,119642709;1,230879744;6;40;52,71999741
0,452134301;1,001561853;2;7;40;52,71999741
0,446417803;0,877641071;1,219378709;4;39;52,71999741
0,482445654;1,121459005;2;4;44;52,71999741
0,397721558;1,027983864;1,563980285;4;50;52,71999741
0,458194441;1,070181528;1,563850938;5;30;52,71999741
0,45532089;1,17723737;1,666656197;7;39;52,71999741
0,416912657;1,146431184;1,526814744;11;40;52,71999741
0,443847316;1,243065106;2;8;40;52,71999741
0,447207841;1,100645908;1,548710435;8;24;52,71999741
0,433319202;1,070439598;2;8;29;52,71999741
0,448887342;1,164619625;1,626992436;5;40;52,71999741
0,434563409;1,117772953;1,593355605;6;25;52,71999741
0,403942725;1,213814762;2;5;29;52,71999741
0,437460677;1,128675758;1,522435561;12;41;52,71999741
0,41704286;0,954526009;2;7;28;52,71999741
0,472068636;1,014465299;2;4;50;52,71999741
0,411253805;1,104723673;2;6;28;52,71999741
0,424664974;1,443413383;1,553380431;6;37;52,71999741
0,440269591;1,080169273;2;6;41;52,71999741
0,395337654;1,043730348;1,557096049;9;50;52,71999741
0,433745881;0,907507335;1,232554493;7;28;52,71999741
0,442414855;1,048747407;1,604923799;9;38;52,71999741
0,450925606;1,281777065;2;10;36;52,71999741
0,441315442;1,174437249;1,606807553;5;27;52,71999741
0,422025247;0,974443986;2;4;38;52,71999741
0,414475933;0,984005308;1,481047592;8;26;52,71999741
0,450491982;1,039507913;1,284663252;6;28;52,71999741
0,402797693;0,830366236;1,438212089;10;35;52,71999741
0,435756173;1,32006321;2;5;24;52,71999741
0,440148212;1,15696433;2;6;43;52,71999741
0,448597651;1,107574155;1,285420322;6;28;52,71999741
0,425007771;0,97086651;1,393412458;6;50;52,71999741
0,45880748;1,099602645;1,224881181;5;41;52,71999741
0,432488526;1,014515462;0,965871338;10;41;52,70999527
0,453236121;1,01264958;1,558209958;7;32;52,70999527
0,451706801;0,960974123;1,232321962;8;38;52,70999527
0,402145947;1,173727302;1,254032326;5;38;52,70999527
0,44329946;1,292614769;2;7;42;52,70999527
0,450214363;1,391022943;1,6240857;6;42;52,70999527
0,437011047;1,151110044;2;4;35;52,70999527
0,417910779;1,159908446;1,426287317;4;41;52,70999527
0,425335148;1,193245851;1,66131074;6;43;52,70999527
0,429072971;0,969753739;1,560921259;10;27;52,70999527
0,453962712;0,97494073;1,096036359;5;39;52,70999527
0,420554239;1,101452431;1,665368309;6;36;52,70999527
0,436982302;1,06807937;2;5;29;52,70999527
0,44348291;1,060976967;2;8;29;52,70999527
0,422123477;0,972579762;1,224771549;7;27;52,70999527
0,380639847;1,163328277;1,195089957;8;28;52,70999527
0,436916699;1,094985551;1,568021604;6;25;52,70999527
0,435738208;0,956823188;1,08678297;6;25;52,70999527
0,446604833;1,108216948;2;7;27;52,70999527
0,432556751;1,029471426;2;5;24;52,70999527
0,395137917;1,156084926;1,450123544;6;44;52,70999527
0,430109036;1,021515945;1,258527582;7;30;52,70999527
0,403559607;0,935642165;1,090594231;6;30;52,70999527
0,420658765;0,983052341;2;7;26;52,70999527
0,434260854;1,331741327;1,626864534;8;39;52,70999527
0,418388803;1,112104561;1,572149176;6;39;52,70999527
0,42015289;1,151540504;2;5;38;52,70999527
0,462267456;1,055163546;2;5;45;52,70999527
0,442238003;1,227032829;1,571981957;4;44;52,70999527
0,42946679;0,869218959;1,085282119;7;30;52,70999527
0,392870296;0,925748918;1,06177984;6;38;52,70999527
0,42967906;1,152727437;1,572259521;10;50;52,70999527
0,382257908;0,975914875;1,517707396;4;50;52,70999527
0,427828164;1,24348377;1,605008545;5;40;52,70999527
0,403350937;1,048020744;2;10;50;52,70999527
0,488398195;1,178676487;2;4;44;52,70999527
0,460090969;1,020396054;2;6;40;52,70999527
0,452431558;0,920313421;1,437856042;12;38;52,70999527
0,44159192;0,951690413;1,554695438;4;30;52,70999527
0,463766511;0,936466092;1,059415025;5;41;52,70999527
0,401601733;1,054744085;1,589160548;7;28;52,70999527
0,400797991;1,208170448;1,587390956;6;30;52,70999527
0,448539881;1,192133118;2;9;50;52,70999527
0,430214053;0,923687199;1,084084111;8;50;52,70999527
0,441891499;0,943356851;1,092223514;7;28;52,70999527
0,456911198;1,16451976;1,635870964;7;39;52,70999527
0,431574063;1,114823238;1,184771052;8;50;52,70999527
0,446303875;0,945728664;1,473479769;8;29;52,70999527
0,446284226;1,067338973;1,599966764;5;26;52,70999527
0,398352981;0,951804468;2;6;25;52,70999527
0,456845515;1,137692495;2;9;50;52,70999527
0,393777475;1,055057311;1,561332706;4;50;52,70999527
0,469355674;1,179472973;1,605971752;7;39;52,70999527
0,461863457;1,077654224;1,576279652;4;41;52,70999527
0,424028296;1,178779504;2;9;35;52,70999527
0,422126067;1,098139235;2;4;27;52,70999527
0,450699477;1,069655282;1,312111498;7;41;52,70999527
0,449236058;1,382465893;2;10;36;52,70999527
0,427485472;1,116636851;1,603359665;7;35;52,70000076
0,431321649;0,92027106;1,383534086;7;32;52,70000076
0,422846413;1,12011135;1,445493061;6;34;52,70000076
0,435085174;1,133861409;1,50501463;7;39;52,70000076
0,419324449;1,14914966;2;8;50;52,70000076
0,401257157;1,04368383;2;9;50;52,70000076
0,436927781;1,194154604;1,546280887;5;40;52,70000076
0,424703026;1,021416749;1,671056922;7;42;52,70000076
0,433326835;1,243795863;1,65642009;8;43;52,70000076
0,426298443;1,117217315;1,663664042;5;42;52,70000076
0,47239355;1,279413767;1,562720468;8;41;52,70000076
0,420362595;1,219858889;2;5;27;52,70000076
0,444992229;1,210438101;1,237255189;7;42;52,70000076
0,459192597;0,997277647;1,630151039;6;27;52,70000076
0,454874212;1,252506186;1,38042361;6;39;52,70000076
0,463224957;1,167096075;1,638895887;6;36;52,70000076
0,471079249;1,121383324;2;6;26;52,70000076
0,428925576;1,297661334;2;8;37;52,70000076
0,420279287;1,167680842;1,582697128;7;39;52,70000076
0,401086827;1,082581035;2;5;25;52,70000076
0,477258476;1,100670094;1,341781105;6;45;52,70000076
0,435835434;0,963240008;2;7;30;52,70000076
0,441104226;1,087503835;1,52637629;4;38;52,70000076
0,446679195;1,023854744;1,592698847;7;38;52,70000076
0,469579348;1,185212667;1,609540999;4;39;52,70000076
0,42018202;0,924661574;1,047965495;4;37;52,70000076
0,440997816;1,28165023;1,616959221;5;41;52,70000076
0,450073926;1,24741762;2;8;27;52,70000076
0,423202527;1,157781354;1,574789375;8;25;52,70000076
0,410497325;1,027735401;1,493856552;4;38;52,70000076
0,444643813;1,072505179;1,579009919;7;28;52,70000076
0,444304299;1,280473977;2;8;34;52,70000076
0,437477448;1,01269054;1,581590229;6;34;52,70000076
0,444128279;1,101203842;1,657003567;5;39;52,70000076
0,44777686;1,348199303;1,61425209;6;39;52,70000076
0,399099364;0,987088073;2;6;30;52,70000076
0,459009228;1,123281119;1,547242035;5;30;52,70000076
0,410333603;0,989303718;1,573318673;4;50;52,70000076
0,431003619;1,384185662;2;9;35;52,70000076
0,457292783;1,28859913;1,586850228;9;37;52,70000076
0,422486467;1,131848487;2;5;30;52,70000076
0,444916326;1,011568916;1,512760233;10;50;52,70000076
0,437679713;1,074386015;2;4;50;52,70000076
0,419379575;1,003789807;2;5;29;52,70000076
0,424228432;1,098519722;2;6;34;52,70000076
0,463012237;1,013949732;2;4;50;52,70000076
0,36739108;0,917690956;2;8;36;52,70000076
0,422690815;0,891393869;1,109939125;8;29;52,70000076
0,385363537;1,244083728;2;7;38;52,70000076
0,438107036;1,128818145;1,197717792;6;29;52,70000076
0,458302482;0,964818389;2;6;26;52,70000076
0,408607448;0,7907486;1,021363329;4;25;52,70000076
0,413004304;1,177344486;1,579867346;5;40;52,70000076
0,434008207;0,943030617;1,374648775;6;40;52,70000076
0,461296408;1,414020801;2;7;38;52,70000076
0,435816216;1,163048802;2;7;31;52,70000076
0,413540748;1,126922156;1,590384627;9;50;52,70000076
0,440751648;1,025635726;1,515097517;5;36;52,70000076
0,407133038;0,785244774;1,45311951;6;25;52,70000076
0,406493805;0,953897754;2;4;50;52,70000076
0,428621698;1,148050979;2;8;24;52,70000076
0,417318883;0,901084316;1,415549826;10;35;52,70000076
0,436664149;1,205198562;2;6;25;52,70000076
0,430750947;0,995152151;1,550718838;7;39;52,70000076
0,443868858;1,220845099;1,588495774;5;28;52,70000076
0,427112898;0,970875433;0,995625828;4;50;52,70000076
0,426934459;1,191829801;1,62909459;9;50;52,70000076
0,437707413;1,337100291;2;6;41;52,70000076
0,438221782;1,332047015;2;8;50;52,70000076
0,429193669;0,959516875;1,516404449;4;41;52,70000076
0,436117915;1,092834288;1,601768012;8;32;52,70000076
0,460135395;1,263009059;2;8;37;52,70000076
0,439469726;1,013879608;2;5;41;52,70000076
0,39363515;1,054690478;1,582448685;7;28;52,70000076
0,389030993;0,963884053;2;6;25;52,70000076
0,4675053;0,995773878;1,549469341;5;42;52,70000076
0,45853037;0,878295538;0,977769245;5;41;52,70000076
0,413711429;1,189366715;2;4;40;52,70000076
0,447192896;1,245176601;2;5;41;52,70000076
0,378843314;1,16863002;2;6;29;52,70000076
0,408445178;1,290669917;2;10;41;52,70000076
0,39834001;1,060822178;2;6;41;52,70000076
0,410283351;1,20242548;1,570287346;10;39;52,68999863
0,448676598;1,082889689;1,693195328;7;33;52,68999863
0,461844565;1,183089225;2;7;50;52,68999863
0,408567678;1,190319775;2;8;39;52,68999863
0,43524169;1,235988313;2;8;50;52,68999863
0,426238759;0,974548834;2;8;50;52,68999863
0,434928629;1,087106295;1,731090076;8;43;52,68999863
0,439003756;1,347281132;2;7;41;52,68999863
0,442808038;1,219586428;1,674823358;7;43;52,68999863
0,463517631;1,343734624;2;5;37;52,68999863
0,457320484;1,141872081;1,18427122;7;42;52,68999863
0,484454425;1,115736802;1,164034765;6;50;52,68999863
0,443583575;1,234025947;1,63740648;6;50;52,68999863
0,451780374;1,200523105;1,560381597;6;31;52,68999863
0,465320559;1,335704152;2;8;42;52,68999863
0,42022826;1,050960031;1,535041022;5;31;52,68999863
0,470747432;1,179854079;2;4;36;52,68999863
0,43001632;1,156008593;2;6;50;52,68999863
0,420101216;1,10901506;2;5;29;52,68999863
0,419308433;1,063742236;2;7;26;52,68999863
0,435671427;0,997167885;1,571248276;7;26;52,68999863
0,424258637;0,910264839;1,153103844;5;27;52,68999863
0,427368799;1,141573786;1,59277236;7;27;52,68999863
0,466000044;1,006720068;1,020894696;6;27;52,68999863
0,444539443;1,255545272;2;5;38;52,68999863
0,442054599;1,147879958;2;5;26;52,68999863
0,444900752;1,002287064;2;8;50;52,68999863
0,37491203;0,923032401;1,581992077;4;50;52,68999863
0,433869501;1,13144346;1,579394646;7;31;52,68999863
0,429200149;0,97922365;1,189662991;10;31;52,68999863
0,409192381;1,220006029;1,568684008;10;25;52,68999863
0,416136928;1,079308675;1,572011015;6;26;52,68999863
0,413176042;1,256267884;2;5;38;52,68999863
0,44397886;1,528879509;1,615913163;8;36;52,68999863
0,386328684;1,224895505;1,553816957;8;26;52,68999863
0,398224291;1,164902298;1,52565419;10;44;52,68999863
0,466543548;1,234656722;2;6;45;52,68999863
0,44884903;0,963616447;2;4;50;52,68999863
0,439060844;1,101747432;1,637803279;5;39;52,68999863
0,40258828;1,109960688;1,572463238;10;29;52,68999863
0,429341367;1,382355605;2;7;38;52,68999863
0,422791236;1,095319901;1,10870303;8;35;52,68999863
0,451024661;1,124727354;1,594544191;4;50;52,68999863
0,404561789;1,259528478;2;10;50;52,68999863
0,477879055;1,142531118;1,337377566;8;32;52,68999863
0,441958596;1,172500792;2;7;39;52,68999863
0,428129176;1,049143603;2;8;25;52,68999863
0,46956892;0,919535799;1,54243444;4;45;52,68999863
0,415543622;1,163522992;2;5;25;52,68999863
0,429580632;0,897424488;1,050125416;6;29;52,68999863
0,455188928;1,018214951;2;6;29;52,68999863
0,461486844;1,111413973;1,518644321;10;34;52,68999863
0,450618113;0,899519217;1,013354428;4;40;52,68999863
0,445083959;1,176920596;2;6;50;52,68999863
0,392661985;1,097537289;1,513329509;4;50;52,68999863
0,432595402;1,250355613;2;7;29;52,68999863
0,441183695;0,877534223;1,526670807;6;25;52,68999863
0,415078206;1,146532103;2;9;28;52,68999863
0,448023569;1,152683209;1,202318168;8;40;52,68999863
0,433287971;1,122762367;2;8;37;52,68999863
0,45460218;1,375341862;1,614978372;6;39;52,68999863
0,452439298;1,237911286;2;6;36;52,68999863
0,431012474;1,225087955;2;10;50;52,68999863
0,451149835;1,162856242;1,525311402;4;24;52,68999863
0,453862404;1,362654583;1,605650446;8;35;52,68999863
0,441302784;0,991882417;1,143022651;6;42;52,68999863
0,440899068;1,157332544;2;6;28;52,68999863
0,409175936;1,080019969;2;4;36;52,68999863
0,399806279;1,120048453;2;9;50;52,68999863
0,434329519;1,159566887;1,584498022;8;24;52,68999863
0,429473854;1,180396725;2;9;27;52,68999863
0,439675595;1,1534355;1,248228;7;36;52,68999863
0,446460639;1,055273042;2;4;36;52,68999863
0,418131812;0,85015424;1,544628095;4;50;52,68999863
0,453317102;1,24334916;1,607289192;5;36;52,68999863
0,445535501;1,055041685;1,398182936;9;37;52,67999649
0,44482185;1,193398567;1,502952452;8;32;52,67999649
0,462934713;1,020584186;2;6;42;52,67999649
0,446347543;1,159440778;2;5;42;52,67999649
0,431456112;1,126477101;1,600324763;9;50;52,67999649
0,433108331;1,078569519;1,721067787;8;43;52,67999649
0,399119689;1,154793526;1,526086194;10;50;52,67999649
0,440132577;1,290378587;2;7;43;52,67999649
0,460339189;1,226366457;2;7;42;52,67999649
0,421357681;1,237338316;1,652820501;7;42;52,67999649
0,420963893;0,923364687;1,577229269;8;42;52,67999649
0,444389123;1,202302351;1,446321767;4;32;52,67999649
0,414114067;1,010982104;2;8;26;52,67999649
0,482835455;1,001171607;1,137661118;6;44;52,67999649
0,46487524;1,097566294;1,143114381;6;44;52,67999649
0,448207713;1,250428142;1,690461101;5;39;52,67999649
0,400619887;1,05107228;2;5;27;52,67999649
0,436850004;0,958635601;1,084638133;4;45;52,67999649
0,460419945;1,004412253;1,453602239;5;38;52,67999649
0,464944307;1,283685373;1,588158624;7;38;52,67999649
0,4333081;1,194517937;1,609064709;6;45;52,67999649
0,455971477;1,280355014;1,635709214;8;39;52,67999649
0,430158889;1,043449733;2;4;26;52,67999649
0,404893416;0,845858949;1,036266322;8;25;52,67999649
0,43444173;1,109883801;1,632713892;5;39;52,67999649
0,436730638;1,134007625;1,54326276;8;33;52,67999649
0,461419996;1,146948546;1,540948931;6;26;52,67999649
0,422109204;1,314347321;1,636083572;7;39;52,67999649
0,457362851;0,972966618;0,96766443;7;36;52,67999649
0,459764378;1,175945345;1,649199187;8;39;52,67999649
0,463281397;1,086154119;1,62764494;4;45;52,67999649
0,429105142;1,117837182;1,584521928;9;39;52,67999649
0,399527408;0,981431571;1,064514018;6;31;52,67999649
0,466821045;0,963110902;1,441536777;5;41;52,67999649
0,455693234;1,096020088;2;7;30;52,67999649
0,438422268;0,996646954;1,569826445;6;35;52,67999649
0,462795517;1,364819301;2;9;36;52,67999649
0,432687034;1,272357291;1,600959867;9;35;52,67999649
0,453008091;1,08047496;1,501192654;4;50;52,67999649
0,451532651;0,93831468;0,96819111;4;50;52,67999649
0,448709772;0,927397784;1,506443766;6;28;52,67999649
0,416815186;0,932228729;1,568408938;6;29;52,67999649
0,425844698;0,942423926;0,944154742;6;40;52,67999649
0,429791914;1,157016158;1,575648723;10;41;52,67999649
0,404926357;1,114134854;1,58431323;9;50;52,67999649
0,44885412;0,881765158;1,436054039;6;34;52,67999649
0,421936161;1,254719153;1,546902428;8;39;52,67999649
0,440479709;1,110601268;2;6;28;52,67999649
0,42871654;1,08234966;1,603401779;5;25;52,67999649
0,463547476;1,075653365;1,036023998;10;33;52,67999649
0,445782956;1,02566168;2;10;40;52,67999649
0,455305989;1,312552416;1,609469922;9;38;52,67999649
0,448909792;1,134148234;1,172722561;7;29;52,67999649
0,422340351;1,077490297;2;12;39;52,67999649
0,4869376;1,168341539;2;6;50;52,67999649
0,408796466;1,059086128;1,077684714;10;35;52,67999649
0,422939359;0,900134206;1,444402195;8;40;52,67999649
0,42244279;1,182830411;1,580699774;4;37;52,67999649
0,405658835;0,937545972;2;7;28;52,67999649
0,433883701;1,110935818;1,608620217;11;50;52,67999649
0,390714746;1,122218686;2;6;28;52,67999649
0,46300164;1,192492188;1,553966445;10;34;52,67999649
0,384765098;0,913696132;2;8;40;52,67999649
0,426702105;0,922176236;1,52586098;4;41;52,67999649
0,42377486;0,991346009;2;6;34;52,67999649
0,425506809;1,037060674;1,582581126;7;38;52,67999649
0,430142269;0,992725123;2;3;39;52,67999649
0,45590818;1,087553369;1,51918457;10;20;52,67999649
0,426923256;1,023216122;2;6;28;52,67999649
0,435376989;0,890309309;1,508138632;4;41;52,67999649
0,454154266;1,105431432;1,585323294;8;32;52,67999649
0,425878563;1,094969719;1,597649313;7;36;52,66999435
0,440211304;1,218961254;2;8;50;52,66999435
0,436803103;1,128516252;1,703479218;7;43;52,66999435
0,4579964;1,254537974;2;5;38;52,66999435
0,464199984;1,107018875;1,534109393;5;38;52,66999435
0,454825205;0,867856815;1,210185882;6;42;52,66999435
0,424568182;1,066694357;1,674306221;6;44;52,66999435
0,445962041;1,121891484;2;7;30;52,66999435
0,429886101;1,483241894;2;7;50;52,66999435
0,418309805;1,063248425;1,427208;9;50;52,66999435
0,429716307;0,93607704;1,547503747;4;50;52,66999435
0,429625128;0,943360966;1,078313328;5;41;52,66999435
0,444181701;1,094718716;2;7;36;52,66999435
0,409399896;1,4573632;2;5;29;52,66999435
0,426354359;1,245226883;2;6;36;52,66999435
0,412314184;1,010909245;1,476577308;11;25;52,66999435
0,467915999;1,098326019;2;4;39;52,66999435
0,419681342;1,098481666;1,559854099;11;38;52,66999435
0,468234645;1,19726996;1,264371261;6;39;52,66999435
0,451287818;1,092436546;1,583642843;6;29;52,66999435
0,482499252;1,043531615;1,543078604;6;37;52,66999435
0,44692209;1,233088959;2;4;44;52,66999435
0,429623043;1,070165186;2;9;36;52,66999435
0,423703281;1,058686851;1,149088588;9;26;52,66999435
0,464882247;1,327183656;2;9;38;52,66999435
0,472388638;1,230394254;2;6;39;52,66999435
0,426980235;1,55992026;1,569029326;6;34;52,66999435
0,445414501;0,917840603;1,587320049;4;45;52,66999435
0,414724357;1,169184494;1,487953143;4;33;52,66999435
0,438738107;1,371920574;1,551524852;4;39;52,66999435
0,39943769;1,002876298;2;6;25;52,66999435
0,472604522;1,15093643;2;8;39;52,66999435
0,433764391;0,8236986;1,554537545;4;50;52,66999435
0,397351179;1,039555666;2;6;25;52,66999435
0,409673386;1,018331893;2;10;50;52,66999435
0,43373191;1,093956008;1,565523536;10;45;52,66999435
0,421941285;1,347135061;2;9;50;52,66999435
0,458646725;1,079229352;1,506677718;4;25;52,66999435
0,42333798;1,126052851;2;6;28;52,66999435
0,372717835;0,986959481;2;4;50;52,66999435
0,424594397;0,991268291;2;5;29;52,66999435
0,40647185;1,079142115;1,283666469;6;31;52,66999435
0,436457548;1,281006944;1,588427793;9;39;52,66999435
0,406394978;1,583953049;2;8;50;52,66999435
0,439113363;1,205486424;2;7;40;52,66999435
0,436324064;1,141783686;1,606247705;9;35;52,66999435
0,459306765;0,85584692;1,463464948;8;35;52,66999435
0,4492171;0,856933871;1,018910888;5;41;52,66999435
0,435766264;1,057987006;0,979390952;8;39;52,66999435
0,434232766;1,023195557;1,604559666;7;31;52,66999435
0,433880285;1,391136016;1,553209021;10;34;52,66999435
0,432730424;1,090424388;2;6;28;52,66999435
0,429776664;1,106040668;2;4;24;52,66999435
0,440224942;1,313963438;2;7;50;52,66999435
0,445747948;1,163891042;1,675797914;5;39;52,66999435
0,489626542;1,136868559;1,482976587;9;32;52,66999435
0,445010266;1,131454832;1,52879825;9;35;52,66999435
0,41886031;1,328308537;1,55850708;9;36;52,66999435
0,418742159;1,183882618;2;4;50;52,66999435
0,426738217;1,171374638;1,611575186;7;29;52,66999435
0,383280064;1,3908743;2;5;30;52,66999435
0,404119965;1,306113228;2;6;28;52,66999435
0,435223743;1,207059809;2;7;37;52,66999435
0,392117807;1,234394486;2;10;50;52,66999435
0,414067486;1,146876978;2;5;41;52,66999435
0,456164634;1,411246648;2;8;37;52,66999435
0,481248909;1,0635509;1,51927941;5;42;52,66999435
0,406561808;1,081736792;2;5;27;52,66999435
0,434673013;1,304934139;1,53358643;4;24;52,66999435
0,452751792;1,228145272;2;10;50;52,66999435
0,452124463;1,147968132;2;8;43;52,65999985
0,439921794;1,221636403;1,699058494;7;43;52,65999985
0,429002063;0,997894622;1,596984845;7;43;52,65999985
0,431859854;0,979242037;1,288548899;10;20;52,65999985
0,467944863;1,211829036;2;6;41;52,65999985
0,444164387;1,200412766;2;6;34;52,65999985
0,43119361;1,032782467;2;6;50;52,65999985
0,442691713;1,178770228;1,323900223;4;50;52,65999985
0,430685275;1,061346373;1,100607358;6;28;52,65999985
0,456312543;0,969385646;1,638823462;6;45;52,65999985
0,423323121;0,924945878;2;10;26;52,65999985
0,427344058;1,19990478;1,567458977;6;43;52,65999985
0,460530727;1,241874921;2;5;42;52,65999985
0,452486601;1,038122277;1,557178936;5;46;52,65999985
0,409905578;1,009924459;1,467406956;12;50;52,65999985
0,441327483;1,032401826;1,56173087;4;45;52,65999985
0,394906548;1,075159984;1,580393464;8;24;52,65999985
0,411574148;0,978041731;1,468104496;5;24;52,65999985
0,445425345;1,13014989;1,189357393;5;37;52,65999985
0,43436333;1,170818306;1,422926502;4;25;52,65999985
0,437935888;1,001656359;1,585886402;4;26;52,65999985
0,466866466;1,251320056;2;7;39;52,65999985
0,406796176;1,274766415;2;8;50;52,65999985
0,417512974;0,986345511;1,533401391;4;50;52,65999985
0,471871513;1,249121515;2;7;39;52,65999985
0,419123029;0,741129084;1,089689295;4;33;52,65999985
0,455050105;1,173706299;2;5;39;52,65999985
0,455425495;0,89191263;1,518333379;6;50;52,65999985
0,458679059;1,099425777;1,17760465;6;39;52,65999985
0,41990952;1,103734099;2;8;32;52,65999985
0,417582184;1,278789273;2;6;39;52,65999985
0,456884138;1,200648309;2;4;50;52,65999985
0,398814154;1,082810391;2;7;29;52,65999985
0,462147492;1,408421262;1,525838407;4;39;52,65999985
0,432765069;1,206660119;2;9;46;52,65999985
0,410841335;0,993774107;2;6;28;52,65999985
0,473375806;1,260439647;2;6;45;52,65999985
0,433492781;0,978844801;2;5;25;52,65999985
0,422068966;1,679513311;2;6;38;52,65999985
0,459141085;0,911808057;1,478071079;6;28;52,65999985
0,449654788;1,185931363;1,633455866;5;39;52,65999985
0,404654908;0,995141904;2;9;50;52,65999985
0,448506418;1,386957584;2;5;39;52,65999985
0,477863442;1,17250976;1,375775993;5;30;52,65999985
0,482069849;1,107609964;2;6;30;52,65999985
0,453285606;0,990058289;1,538830296;4;29;52,65999985
0,46308493;0,849661683;1,002825758;6;30;52,65999985
0,39733381;0,795516733;1,018408171;4;25;52,65999985
0,432443426;0,875419822;0,975313749;7;36;52,65999985
0,44223785;1,110741937;2;10;46;52,65999985
0,416576058;1,274946601;2;8;50;52,65999985
0,397673378;1,127135528;1,590201055;7;28;52,65999985
0,402234402;1,156893643;2;5;28;52,65999985
0,39934485;1,053653985;2;9;26;52,65999985
0,465976769;1,224912309;2;4;29;52,65999985
0,454632668;1,012176455;1,135866498;7;29;52,65999985
0,439989623;1,240010373;2;12;50;52,65999985
0,463461006;1,314624484;2;6;50;52,65999985
0,431302587;0,951696012;1,574409493;6;24;52,65999985
0,445484046;1,153829768;1,543776773;11;36;52,65999985
0,432180739;1,312572593;1,632957861;8;37;52,65999985
0,428014265;0,976176258;1,608729904;6;28;52,65999985
0,395385677;1,00846276;1,088935812;4;50;52,65999985
0,437889508;1,254609116;2;10;50;52,65999985
0,470004521;1,098985101;1,632991999;7;36;52,65999985
0,449853477;1,148902136;1,643233412;5;39;52,65999985
0,441751995;1,048372362;1,196214415;5;38;52,65999985
0,422901196;1,49719698;2;9;36;52,65999985
0,40144077;1,571273236;2;8;38;52,65999985
0,444337548;1,245236908;1,331066934;7;40;52,65999985
0,435851809;1,158583975;2;7;32;52,65999985
0,412071906;0,90863722;1,543342964;6;28;52,65999985
0,433645474;1,185152342;2;9;37;52,65999985
0,415175313;1,111460862;1,47540563;10;34;52,64999771
0,421599556;1,161423577;2;5;40;52,64999771
0,425107318;0,996722113;2;8;39;52,64999771
0,438089416;1,206267308;1,519220145;8;50;52,64999771
0,457306024;1,55092331;2;6;39;52,64999771
0,450110094;0,889194345;1,251016232;6;41;52,64999771
0,468838234;1,160245514;1,774674613;6;41;52,64999771
0,445257408;0,998165609;1,513808977;5;40;52,64999771
0,43365468;0,96293497;1,122825956;5;32;52,64999771
0,44838306;1,110823414;1,077883255;6;32;52,64999771
0,401680517;0,951036506;1,547727099;8;29;52,64999771
0,450236378;1,343450842;2;6;50;52,64999771
0,481860044;1,223303603;2;6;50;52,64999771
0,43274349;1,193772466;2;7;36;52,64999771
0,448294795;1,102285723;1,609603867;8;26;52,64999771
0,439260792;1,20550273;1,310225706;7;43;52,64999771
0,47354997;1,337811435;2;6;27;52,64999771
0,4342041;0,823174862;1,088627628;4;44;52,64999771
0,46305749;1,182659391;2;6;35;52,64999771
0,443083392;1,037765438;2;4;31;52,64999771
0,443283587;0,725894129;0,959952228;10;25;52,64999771
0,42380916;0,765323632;1,458543352;10;25;52,64999771
0,410686496;0,746912481;1,260838713;8;33;52,64999771
0,435477255;1,072475527;1,214036518;7;39;52,64999771
0,389333851;0,862156728;1,062092169;8;25;52,64999771
0,422241278;1,087646184;2;4;29;52,64999771
0,399947442;1,107849581;2;7;26;52,64999771
0,396413952;1,023758408;2;10;40;52,64999771
0,459864109;0,806211542;1,43385368;4;50;52,64999771
0,451981415;1,067530604;2;7;38;52,64999771
0,394317901;1,146334381;2;9;26;52,64999771
0,471827044;1,281009661;1,588221159;6;40;52,64999771
0,443115521;0,938357065;1,474688482;4;39;52,64999771
0,424703929;1,061926644;1,559537934;9;50;52,64999771
0,438819302;1,362541096;2;7;39;52,64999771
0,414946824;1,191782761;2;8;35;52,64999771
0,484551325;0,949862576;1,411600832;4;50;52,64999771
