weight,tukey_lambda,shrinkage_alpha_0,shrinkage_alpha_1,knn_k,kmeans_k,last_task_accuracy
uniform,0.603912109375,8.22265625,1.19140625,7,19,54.38999938964844
uniform,0.853662109375,0.72265625,8.69140625,12,14,12.65999984741211
distance,0.354162109375,5.72265625,3.69140625,2,4,57.339996337890625
distance,0.479037109375,1.97265625,2.44140625,4,1,61.28999710083008
uniform,0.978537109375,6.97265625,7.44140625,14,11,50.269996643066406
distance,0.728787109375,4.47265625,4.94140625,9,16,56.220001220703125
distance,0.229287109375,9.47265625,9.94140625,19,6,51.23999786376953
uniform,0.166849609375,0.09765625,4.31640625,13,20,1.7400000095367432
distance,0.666349609375,5.09765625,9.31640625,3,10,57.470001220703125
uniform,0.916099609375,2.59765625,1.81640625,18,5,54.619998931884766
uniform,0.416599609375,7.59765625,6.81640625,8,15,56.779998779296875
distance,0.291724609375,3.84765625,8.06640625,6,12,59.70000076293945
uniform,0.791224609375,8.84765625,3.06640625,16,2,54.189998626708984
distance,0.541474609375,1.34765625,5.56640625,1,7,58.3599967956543
distance,0.041974609375,6.34765625,0.56640625,11,17,49.90999984741211
distance,0.057583984375,4.31640625,3.22265625,20,1,49.55999755859375
uniform,0.557083984375,9.31640625,8.22265625,10,11,55.04999923706055
distance,0.806833984375,1.81640625,0.72265625,15,16,57.69000244140625
distance,0.307333984375,6.81640625,5.72265625,5,6,56.089996337890625
distance,0.432208984375,0.56640625,9.47265625,2,8,2.059999942779541
distance,0.931708984375,5.56640625,4.47265625,12,18,52.56999588012695
uniform,0.681958984375,3.06640625,6.97265625,7,13,58.53999710083008
uniform,0.182458984375,8.06640625,1.97265625,17,3,53.749996185302734
distance,0.244896484375,2.44140625,6.34765625,11,12,60.560001373291016
uniform,0.744396484375,7.44140625,1.34765625,1,2,54.119998931884766
uniform,0.994146484375,4.94140625,8.84765625,16,7,50.41999816894531
distance,0.494646484375,9.94140625,3.84765625,6,17,56.04999542236328
distance,0.369771484375,3.69140625,0.09765625,9,20,54.429996490478516
distance,0.869271484375,8.69140625,5.09765625,19,10,47.689998626708984
distance,0.619521484375,1.19140625,2.59765625,4,5,61.179996490478516
uniform,0.120021484375,6.19140625,7.59765625,14,15,56.0
distance,0.088802734375,0.87890625,1.66015625,8,6,49.21999740600586
distance,0.588302734375,5.87890625,6.66015625,18,16,53.81999588012695
distance,0.838052734375,3.37890625,4.16015625,3,11,57.089996337890625
uniform,0.338552734375,8.37890625,9.16015625,13,1,55.720001220703125
uniform,0.463427734375,4.62890625,5.41015625,15,4,56.5
uniform,0.962927734375,9.62890625,0.41015625,5,14,53.27000045776367
distance,0.713177734375,2.12890625,7.91015625,20,19,57.790000915527344
distance,0.213677734375,7.12890625,2.91015625,10,9,53.60000228881836
distance,0.151240234375,2.75390625,8.53515625,4,18,57.790000915527344
distance,0.650740234375,7.75390625,3.53515625,14,8,50.62999725341797
uniform,0.900490234375,0.25390625,6.03515625,9,3,7.789999961853027
uniform,0.400990234375,5.25390625,1.03515625,19,13,51.339996337890625
distance,0.276115234375,1.50390625,4.78515625,17,15,61.48999786376953
distance,0.775615234375,6.50390625,9.78515625,7,5,53.59000015258789
uniform,0.525865234375,4.00390625,2.28515625,12,10,55.0099983215332
uniform,0.026365234375,9.00390625,7.28515625,2,20,44.439998626708984
uniform,0.018560546875,2.98828125,2.05078125,14,11,36.339996337890625
uniform,0.518060546875,7.98828125,7.05078125,4,1,56.63999938964844
distance,0.767810546875,0.48828125,4.55078125,19,6,22.100000381469727
uniform,0.268310546875,5.48828125,9.55078125,9,16,57.790000915527344
uniform,0.393185546875,1.73828125,5.80078125,6,19,61.369998931884766
distance,0.892685546875,6.73828125,0.80078125,16,9,48.15999984741211
uniform,0.642935546875,4.23828125,8.30078125,1,4,57.55999755859375
uniform,0.14343554687500001,9.23828125,3.30078125,11,14,53.09999465942383
distance,0.205873046875,1.11328125,7.67578125,18,2,52.880001068115234
uniform,0.705373046875,6.11328125,2.67578125,8,12,54.429996490478516
distance,0.955123046875,3.61328125,5.17578125,13,17,54.709999084472656
uniform,0.455623046875,8.61328125,0.17578125,3,7,54.459999084472656
uniform,0.330748046875,4.86328125,3.92578125,5,10,57.88999938964844
uniform,0.830248046875,9.86328125,8.92578125,15,20,52.189998626708984
uniform,0.580498046875,2.36328125,1.42578125,10,15,58.2599983215332
uniform,0.08099804687500001,7.36328125,6.42578125,20,5,50.94999694824219
uniform,0.112216796875,2.05078125,2.98828125,1,17,54.90999984741211
distance,0.611716796875,7.05078125,7.98828125,11,7,53.13999557495117
uniform,0.861466796875,4.55078125,0.48828125,6,2,53.67000198364258
distance,0.361966796875,9.55078125,5.48828125,16,12,52.54999923706055
distance,0.486841796875,3.30078125,9.23828125,18,14,57.970001220703125
uniform,0.986341796875,8.30078125,4.23828125,8,4,49.28999710083008
uniform,0.736591796875,0.80078125,6.73828125,13,9,14.209999084472656
distance,0.237091796875,5.80078125,1.73828125,3,19,56.29999542236328
uniform,0.174654296875,3.92578125,7.36328125,10,8,58.15999984741211
uniform,0.674154296875,8.92578125,2.36328125,20,18,50.25
distance,0.923904296875,1.42578125,9.86328125,5,13,23.65999984741211
distance,0.424404296875,6.42578125,4.86328125,15,3,54.07999801635742
distance,0.299529296875,0.17578125,1.11328125,12,5,56.540000915527344
uniform,0.799029296875,5.17578125,6.11328125,2,15,56.73999786376953
distance,0.549279296875,2.67578125,3.61328125,17,20,57.709999084472656
distance,0.049779296875000004,7.67578125,8.61328125,7,10,53.189998626708984
distance,0.034169921875,0.33203125,5.01953125,3,13,23.78999900817871
distance,0.533669921875,5.33203125,0.01953125,13,3,49.91999816894531
distance,0.783419921875,2.83203125,7.51953125,8,8,57.58000183105469
distance,0.283919921875,7.83203125,2.51953125,18,18,52.15999984741211
distance,0.408794921875,4.08203125,1.26953125,16,16,53.9900016784668
uniform,0.908294921875,9.08203125,6.26953125,6,6,52.84000015258789
uniform,0.658544921875,1.58203125,3.76953125,11,1,60.78999710083008
uniform,0.159044921875,6.58203125,8.76953125,1,11,57.029998779296875
uniform,0.221482421875,3.45703125,4.39453125,7,4,57.88999938964844
distance,0.720982421875,8.45703125,9.39453125,17,14,52.13999938964844
uniform,0.970732421875,0.95703125,1.89453125,2,19,49.959999084472656
uniform,0.471232421875,5.95703125,6.89453125,12,9,55.209999084472656
distance,0.346357421875,2.20703125,8.14453125,14,7,59.59000015258789
uniform,0.845857421875,7.20703125,3.14453125,4,17,55.56999969482422
uniform,0.596107421875,4.70703125,5.64453125,19,12,53.85000228881836
distance,0.096607421875,9.70703125,0.64453125,9,2,51.869998931884766
distance,0.065388671875,4.39453125,9.70703125,11,19,54.459999084472656
uniform,0.564888671875,9.39453125,4.70703125,1,9,56.73999786376953
uniform,0.814638671875,1.89453125,7.20703125,16,4,53.499996185302734
distance,0.315138671875,6.89453125,2.20703125,6,14,55.769996643066406
distance,0.440013671875,0.64453125,3.45703125,9,11,60.54999923706055
uniform,0.939513671875,5.64453125,8.45703125,19,1,55.63999938964844
uniform,0.689763671875,3.14453125,0.95703125,4,6,57.269996643066406
uniform,0.190263671875,8.14453125,5.95703125,14,16,54.1099967956543
uniform,0.127826171875,1.26953125,0.33203125,20,10,54.8599967956543
uniform,0.627326171875,6.26953125,5.33203125,10,20,55.80999755859375
uniform,0.877076171875,3.76953125,2.83203125,15,15,53.429996490478516
distance,0.377576171875,8.76953125,7.83203125,5,5,55.529998779296875
distance,0.252701171875,2.51953125,6.58203125,2,3,60.15999984741211
uniform,0.752201171875,7.51953125,1.58203125,12,13,51.220001220703125
uniform,0.502451171875,0.01953125,9.08203125,7,18,1.5299999713897705
uniform,0.0029511718750000002,5.01953125,4.08203125,17,8,29.17999839782715
distance,0.0039267578125,2.509765625,9.541015625,20,10,28.560001373291016
uniform,0.5034267578125,7.509765625,4.541015625,10,20,55.91999816894531
distance,0.7531767578125,0.009765625,7.041015625,15,15,7.130000114440918
uniform,0.2536767578125,5.009765625,2.041015625,5,5,55.029998779296875
distance,0.3785517578125,1.259765625,3.291015625,3,2,61.849998474121094
distance,0.8780517578125,6.259765625,8.291015625,13,12,52.07999801635742
distance,0.6283017578125,3.759765625,0.791015625,8,17,55.68999481201172
uniform,0.1288017578125,8.759765625,5.791015625,18,7,51.040000915527344
distance,0.1912392578125,0.634765625,0.166015625,12,18,59.14999771118164
distance,0.6907392578125,5.634765625,5.166015625,2,8,57.029998779296875
distance,0.9404892578125,3.134765625,2.666015625,17,3,54.709999084472656
uniform,0.4409892578125,8.134765625,7.666015625,7,13,56.73999786376953
uniform,0.3161142578125,4.384765625,6.416015625,9,11,58.2599983215332
uniform,0.8156142578125,9.384765625,1.416015625,19,1,53.04999923706055
uniform,0.5658642578125,1.884765625,8.916015625,4,6,56.339996337890625
uniform,0.06636425781250001,6.884765625,3.916015625,14,16,52.6099967956543
distance,0.0975830078125,2.197265625,5.478515625,7,5,54.07999801635742
uniform,0.5970830078125,7.197265625,0.478515625,17,15,49.97999954223633
uniform,0.8468330078125,4.697265625,7.978515625,2,20,55.790000915527344
uniform,0.3473330078125,9.697265625,2.978515625,12,10,52.22999954223633
distance,0.4722080078125,3.447265625,1.728515625,15,8,53.71999740600586
uniform,0.9717080078125,8.447265625,6.728515625,5,18,54.63999938964844
uniform,0.7219580078125,0.947265625,4.228515625,20,13,57.06999969482422
uniform,0.2224580078125,5.947265625,9.228515625,10,3,55.73999786376953
uniform,0.1600205078125,4.072265625,4.853515625,3,14,58.15999984741211
distance,0.6595205078125,9.072265625,9.853515625,13,4,51.040000915527344
distance,0.9092705078125,1.572265625,2.353515625,8,9,57.900001525878906
distance,0.4097705078125,6.572265625,7.353515625,18,19,55.48999786376953
uniform,0.2848955078125,0.322265625,8.603515625,16,17,2.190000057220459
distance,0.7843955078125,5.322265625,3.603515625,6,7,55.06999969482422
distance,0.5346455078125,2.822265625,6.103515625,11,2,58.70000076293945
distance,0.035145507812500004,7.822265625,1.103515625,1,12,43.849998474121094
uniform,0.0507548828125,0.166015625,2.509765625,9,7,30.149999618530273
distance,0.5502548828125,5.166015625,7.509765625,19,17,54.959999084472656
distance,0.8000048828125,2.666015625,0.009765625,4,12,57.38999938964844
uniform,0.3005048828125,7.666015625,5.009765625,14,2,55.589996337890625
uniform,0.4253798828125,3.916015625,8.759765625,12,4,57.62000274658203
distance,0.9248798828125,8.916015625,3.759765625,2,14,54.80999755859375
distance,0.6751298828125,1.416015625,6.259765625,17,19,58.189998626708984
distance,0.1756298828125,6.416015625,1.259765625,7,9,54.3599967956543
uniform,0.2380673828125,3.291015625,6.884765625,1,16,60.439998626708984
uniform,0.7375673828125,8.291015625,1.884765625,11,6,49.369998931884766
uniform,0.9873173828125,0.791015625,9.384765625,6,1,12.780000686645508
uniform,0.4878173828125,5.791015625,4.384765625,16,11,53.84000015258789
distance,0.3629423828125,2.041015625,0.634765625,18,13,56.659996032714844
uniform,0.8624423828125,7.041015625,5.634765625,8,3,51.69999694824219
uniform,0.6126923828125,4.541015625,3.134765625,13,8,53.189998626708984
uniform,0.1131923828125,9.541015625,8.134765625,3,18,55.56999969482422
distance,0.0819736328125,4.853515625,2.197265625,18,2,51.689998626708984
uniform,0.5814736328125,9.853515625,7.197265625,8,12,55.91999816894531
distance,0.8312236328125,2.353515625,4.697265625,13,17,57.62000274658203
uniform,0.3317236328125,7.353515625,9.697265625,3,7,57.69999694824219
uniform,0.4565986328125,1.103515625,5.947265625,5,10,58.2599983215332
uniform,0.9560986328125,6.103515625,0.947265625,15,20,50.659996032714844
uniform,0.7063486328125,3.603515625,8.447265625,10,15,57.79999923706055
distance,0.2068486328125,8.603515625,3.447265625,20,5,50.73999786376953
uniform,0.1444111328125,1.728515625,7.822265625,14,11,55.31999969482422
uniform,0.6439111328125,6.728515625,2.822265625,4,1,55.39999771118164
distance,0.8936611328125,4.228515625,5.322265625,19,6,50.54999542236328
distance,0.3941611328125,9.228515625,0.322265625,9,16,52.63999557495117
distance,0.2692861328125,2.978515625,4.072265625,6,19,60.46999740600586
distance,0.7687861328125,7.978515625,9.072265625,16,9,50.47999572753906
uniform,0.5190361328125,0.478515625,1.572265625,1,4,60.709999084472656
uniform,0.019536132812500002,5.478515625,6.572265625,11,14,42.37999725341797
distance,0.0273408203125,1.494140625,1.494140625,4,17,39.34000015258789
uniform,0.5268408203125,6.494140625,6.494140625,14,7,53.57999801635742
uniform,0.7765908203125,3.994140625,3.994140625,9,2,56.55999755859375
distance,0.2770908203125,8.994140625,8.994140625,19,12,52.72999954223633
uniform,0.4019658203125,2.744140625,5.244140625,16,15,59.619998931884766
distance,0.9014658203125,7.744140625,0.244140625,6,5,50.87000274658203
uniform,0.6517158203125,0.244140625,7.744140625,11,10,2.8999998569488525
uniform,0.1522158203125,5.244140625,2.744140625,1,20,56.079994201660156
distance,0.2146533203125,4.619140625,8.369140625,8,6,57.529998779296875
distance,0.7141533203125,9.619140625,3.369140625,18,16,50.48999786376953
uniform,0.9639033203125,2.119140625,5.869140625,3,11,54.20000076293945
uniform,0.4644033203125,7.119140625,0.869140625,13,1,52.09000015258789
uniform,0.3395283203125,0.869140625,4.619140625,15,3,59.15999984741211
uniform,0.8390283203125,5.869140625,9.619140625,5,13,55.970001220703125
distance,0.5892783203125,3.369140625,2.119140625,20,18,54.439998626708984
distance,0.0897783203125,8.369140625,7.119140625,10,8,53.64999771118164
uniform,0.1209970703125,3.681640625,3.681640625,11,13,57.869998931884766
uniform,0.6204970703125,8.681640625,8.681640625,1,3,56.5
distance,0.8702470703125,1.181640625,1.181640625,16,8,57.480003356933594
uniform,0.3707470703125,6.181640625,6.181640625,6,18,58.119998931884766
distance,0.4956220703125,2.431640625,9.931640625,8,20,58.77999496459961
distance,0.9951220703125,7.431640625,4.931640625,18,10,47.46999740600586
distance,0.7453720703125,4.931640625,7.431640625,3,5,56.69999694824219
