weight,tukey_lambda,shrinkage_alpha_0,shrinkage_alpha_1,knn_k,kmeans_k,last_task_accuracy
uniform,0.5679024605151769,4.444381077898113,10.0,20,1,49.32999801635742
distance,0.3925262618705818,3.3229626632648457,6.512166954779351,9,1,50.91999816894531
uniform,0.550867541236677,4.073135143202689,4.602901982942861,1,1,49.97999954223633
distance,0.5811195150369863,2.705237011368891,6.676085472921754,1,20,50.209999084472656
uniform,0.7030328477460528,4.3181441401664316,5.293009492803971,1,20,48.060001373291016
uniform,0.40173838353224395,3.3802252898342173,6.057533734875616,20,1,51.029998779296875
uniform,0.3988235249885911,3.2480572386750515,6.0695818264193395,20,1,51.08000183105469
uniform,0.38288530174038227,3.2539431044607108,5.2359116939804125,1,1,51.18000030517578
uniform,0.3263344702774532,3.2888375579982436,4.397216155163161,1,1,50.73999786376953
uniform,0.4151654762171323,3.1957275285171156,5.529888610803072,1,1,51.18000030517578
uniform,0.4004257234830813,3.246801154462473,5.866057483535453,1,1,51.089996337890625
uniform,0.4042802470506383,3.212687863355427,4.120500626050521,1,1,51.12999725341797
uniform,0.39794112505224416,3.199859239658949,5.139698564888628,7,1,51.099998474121094
uniform,0.40310871967639705,3.268668963994214,4.8504786155876465,1,1,51.01000213623047
uniform,0.4060942059019566,3.05691176290009,5.326381501816675,1,1,51.30999755859375
uniform,0.45034997540553373,2.9075427526297775,5.386899015551916,1,1,51.30999755859375
uniform,0.4265529190646125,2.9776784415659856,5.334619954005401,1,1,51.159996032714844
uniform,0.48364394714957015,2.7640696977241634,7.103049162203771,20,1,51.040000915527344
uniform,0.5477258386607488,2.647030764285656,5.0198791607488396,1,1,51.150001525878906
uniform,0.49700025887107696,2.769985488091243,6.328870264936196,1,1,51.220001220703125
uniform,0.5031318062755942,2.841439514700588,4.888403128699614,1,1,51.23999786376953
uniform,0.6235166583222842,2.4875835236952955,6.614584542958601,20,1,49.90999984741211
uniform,0.4869662084332534,2.7302151722043817,4.831604324691018,1,1,51.37000274658203
uniform,0.4907623407368248,2.742310022008769,4.900498993241872,1,7,50.80000305175781
uniform,0.6659632408673472,2.3283146037513758,0.0,1,1,47.39999771118164
uniform,0.49367254909692576,2.730170709146152,5.235288398889385,7,1,51.40999984741211
uniform,0.4952010006375753,2.729880349719302,5.1926656436532825,8,1,51.40999984741211
uniform,0.49395475452284804,2.70853069615911,5.233268254251369,7,1,51.41999816894531
uniform,0.50476629865663,5.727040434589576,10.0,1,20,48.939998626708984
uniform,0.5289950620381967,2.7355321705915863,5.9092106992846825,20,20,49.94999694824219
uniform,0.43635789779226,4.350074341629786,5.878298722234795,1,20,50.16999816894531
uniform,1.0,10.0,0.0,1,20,43.91999816894531
distance,1.0,4.340101967529028,0.0,1,1,45.06999969482422
uniform,0.4775226987338843,2.7608775543871116,5.195351116662433,8,1,51.400001525878906
uniform,0.49499506711130603,2.6759268092563326,5.241472755597321,7,1,51.41999816894531
uniform,0.5015533351864123,2.7057578025293143,5.128245433101066,8,1,51.44000244140625
uniform,0.2959766384094948,3.5445612118412715,4.4212654548894115,1,20,49.55999755859375
uniform,0.622996241019969,6.676098937799679,10.0,1,20,47.86000061035156
uniform,0.39286320383107043,5.246957591251836,10.0,1,1,49.5099983215332
uniform,0.5069183442115075,2.6815944986655085,4.762869758040141,13,1,51.339996337890625
uniform,0.39439303607038584,4.533977033574722,5.789919348081012,1,1,49.90999984741211
uniform,0.5417407998642131,5.966708117891146,9.999999999999998,20,1,48.64999771118164
uniform,0.2338352166387142,7.9456245943498605,10.0,1,1,45.0
uniform,0.419023056288098,5.038782263791259,10.0,20,20,48.0
uniform,0.5065125809695328,2.7131662443190168,5.337207046920975,8,1,51.339996337890625
uniform,0.4819485599201463,2.6657326454470605,5.03673948248008,8,1,51.400001525878906
distance,0.8143430458279745,10.0,10.0,20,1,45.91999816894531
uniform,0.4391191185871472,2.8012235682875013,4.9806879630339616,20,1,51.40999984741211
uniform,0.46288736307092804,2.7556550738267678,4.940953306669478,13,1,51.43000030517578
uniform,0.4663152160823245,2.7433547765676574,4.940162834843341,12,1,51.459999084472656
uniform,0.4677788720685059,2.6940532691382453,4.877811812807108,20,1,51.47999954223633
uniform,0.46399006053944064,2.6621334434344317,5.010610610966884,20,1,51.470001220703125
uniform,0.47006169524937125,2.71151734015376,4.811223761262601,20,1,51.470001220703125
uniform,0.4679253503254081,2.6995065704257715,4.914008863794723,20,1,51.459999084472656
uniform,0.45719588489099783,2.6834893187485696,5.084940049517429,20,1,51.44000244140625
uniform,0.46866638565859503,2.723076481487508,4.7976755907881365,20,1,51.459999084472656
distance,0.295882357812449,3.463071139666432,2.4701471295319974,1,20,49.439998626708984
uniform,0.9999999999999999,7.558341850660221,0.0,20,1,44.45000076293945
uniform,0.4990067953889664,9.442229443015952,4.268240562096345,1,20,48.04999923706055
distance,1.0,1.4632734568149863,0.0,20,1,44.56999969482422
uniform,0.4607449372135335,2.693319476334268,4.369598780952214,20,1,51.540000915527344
uniform,0.44057419088035127,2.6885207202233086,3.5378242666296,20,1,51.56999969482422
uniform,0.3828664206566317,2.8041147013364953,3.091441122965378,20,1,51.37999725341797
uniform,0.4430286505677002,2.683254466338967,3.383545015960003,20,1,51.619998931884766
uniform,0.45027002767868857,2.599274965677739,2.7892380516886632,20,1,51.7599983215332
uniform,0.44300842696787746,2.490031838479967,1.2862898522871657,20,1,51.0
distance,0.5079478549882118,7.455798931032488,0.0,1,20,47.81999969482422
uniform,0.44535054632690896,7.572676989987591,0.0,1,1,44.90999984741211
uniform,0.6608415628250781,7.990803663057578,0.0,1,20,47.28999710083008
distance,1.0,10.0,10.0,1,1,44.31999969482422
distance,0.8125321753589138,5.135655117207195,3.9115876517309855,20,1,47.64999771118164
distance,0.9999999999999999,2.9928519831669558,0.0,20,20,44.40999984741211
distance,1.0,6.54877375251734,10.0,20,1,45.0
distance,0.6212406292654227,10.0,0.0,20,20,44.900001525878906
uniform,1.0,8.832402314513706,10.0,20,1,44.380001068115234
distance,0.23509046492186017,8.954956363277999,10.0,1,1,44.48999786376953
uniform,0.4864675844108305,2.5859947546928757,2.824131745455563,20,1,51.65999984741211
distance,1.0,4.069411573907717,10.0,20,20,44.9900016784668
uniform,0.47901689813673276,2.5156973446128212,3.4696141328716887,20,1,51.779998779296875
uniform,0.4762919968562615,2.512968109686675,3.4057401566205225,20,1,51.80999755859375
uniform,0.4939303855437642,2.457527232443102,3.4343346436293336,20,1,51.790000915527344
uniform,0.4753348756254931,2.4973039431033275,3.3886010609138113,20,1,51.80999755859375
uniform,0.47554434426133113,2.498627465032085,3.367059119160318,20,1,51.80999755859375
uniform,0.475697839447566,2.4994534158151014,3.350733029946319,20,1,51.80999755859375
uniform,0.47576884108652184,2.5001331587343065,3.3357873552069988,20,1,51.79999923706055
uniform,0.4762117258378033,2.5006676678659137,3.324445162335881,20,1,51.779998779296875
uniform,0.487112274993,2.4837487418523154,3.3182998220923947,20,1,51.79999923706055
uniform,0.47409892108841073,2.5048746039459595,3.3202926553926906,20,1,51.79999923706055
uniform,0.4756073669193744,2.5046297465134675,3.2999710134280082,20,1,51.790000915527344
uniform,0.5533339295282808,5.550716254514656,5.971212118029129,1,1,48.959999084472656
uniform,0.4897973009183928,2.477545937472195,3.316196488365773,20,1,51.790000915527344
uniform,0.47341590162556724,2.5072020135059807,3.306132299938311,20,1,51.79999923706055
distance,1.0,7.227071665904813,0.0,1,20,43.90999984741211
uniform,0.4771159255606139,2.508739948872756,3.281333203899947,20,1,51.779998779296875
distance,0.5248099103052895,2.3564253877501224,4.816732970703087,20,1,51.459999084472656
distance,0.514442184198161,2.5514799123636904,4.917242560205749,1,1,51.38999938964844
distance,0.4742087855163464,2.5877366932494557,6.4586222014517265,20,1,51.23999786376953
distance,0.545611687643141,2.327384197434353,3.2289380682498376,20,20,50.11000061035156
distance,0.43071718487421856,7.925161003858204,5.017886389985816,1,20,48.71999740600586
distance,0.6318242255282751,2.0631870435124746,4.539092388681677,20,1,50.44000244140625
uniform,0.48954370034873396,2.4425427512143623,3.206345156558697,20,1,51.86000061035156
uniform,0.5247543991748647,2.3157148889748247,3.275800524637776,20,1,51.65999984741211
distance,0.5845240274447715,6.753851150497786,4.559053453026085,1,1,47.79999923706055
distance,0.5254819348652553,2.26489309954406,3.2700538650998285,7,1,51.68000030517578
distance,0.5293719112895446,2.2341509243535724,2.7245786681161244,20,1,51.779998779296875
distance,0.48653499488616686,2.3127786208042944,3.3373528587457715,19,1,51.87999725341797
distance,0.4987891989193005,2.35052248660463,3.2435285395199602,16,1,51.86000061035156
distance,0.49867631241162913,2.282566662200317,3.2875088222321796,20,1,51.79999923706055
distance,0.47294800202869425,2.389599593541642,3.514360503235843,12,1,51.86000061035156
distance,0.4623144208242101,2.429115440004936,3.681727846099241,20,1,51.869998931884766
distance,0.48073762247307766,2.3883560378725397,3.4868201734031534,17,1,51.80999755859375
distance,0.41614023342170947,2.517889552807068,4.151178613540244,17,1,51.56999969482422
distance,0.48059443245572764,2.345629786598071,3.0371369238583523,16,1,51.939998626708984
distance,0.4723200755771439,2.397906386534077,2.5102054085303536,1,1,51.849998474121094
distance,0.4737752691682005,2.3335575591616293,2.5921814488504404,12,1,51.90999984741211
distance,0.4649871629496336,2.353488588527342,2.8002657135338183,20,1,51.91999816894531
distance,0.4713040759418365,2.3847853384871125,2.787830886581352,13,1,51.90999984741211
distance,0.4600699582096181,2.347758247767282,2.824818527275867,13,1,51.959999084472656
distance,0.42211078462532764,2.4252229894439137,2.7062713960573688,1,1,51.72999954223633
uniform,0.4582657234719557,2.4508031783499047,2.5082937363156432,1,1,51.90999984741211
uniform,0.47021157894182647,2.4178805091154847,2.6586850518120992,10,1,51.869998931884766
distance,0.47156520145894143,2.226403894457167,2.1055695177221696,1,1,52.0
distance,0.4680839506124898,2.2525407840723437,2.4179762667878086,1,1,51.94999694824219
distance,0.4863715734632075,2.111854800921125,1.2925755634216936,1,1,51.72999954223633
distance,0.45897874752515616,2.2601424473912135,1.9089833596995895,1,1,51.93000030517578
distance,0.43114681702595264,2.21388529340173,0.4083005434039822,1,20,50.36000061035156
uniform,0.45287697298866764,2.2710868417156167,2.0914726834551773,1,1,51.96999740600586
uniform,0.4775525472050798,2.2874408886316995,2.1512110308241437,1,1,51.959999084472656
uniform,0.001,2.8557975602680297,0.0,1,1,18.09000015258789
distance,0.42629281503833744,5.7146707876313165,5.22606113682719,1,20,49.3599967956543
distance,0.3028332460381719,6.070227870992886,10.0,20,1,47.779998779296875
distance,0.28973767637815884,4.51277387213397,4.067348923515263,20,1,48.689998626708984
uniform,0.45273766529971715,6.722960256138155,5.390402625175391,1,20,48.96999740600586
distance,0.4643758942923715,2.2360476257360804,2.422489227797354,8,1,52.03999710083008
distance,0.4570352179674525,2.202638889895153,2.405637047541819,11,1,52.15999984741211
distance,0.4372977585004012,2.1007127468914804,2.2660039675907777,20,1,52.34000015258789
distance,0.4215880289416949,1.9947142548229777,1.8053864623351021,20,1,52.429996490478516
distance,0.4003928918436356,2.037864594268026,2.0505894840701453,20,1,52.23999786376953
distance,0.4334121679440706,1.9019962995303805,1.4001060576542625,20,1,52.21999740600586
distance,0.4239665924398097,2.0536588093552686,1.6374451219233208,20,1,52.279998779296875
distance,0.426994569695347,1.9940414681465466,2.231368940195622,20,1,52.32999801635742
uniform,1.0,0.0,0.0,20,20,19.709999084472656
distance,0.34930282167924015,6.816079254079482,5.5638313610639125,1,1,47.38999938964844
distance,0.3931668425406677,9.999999999999998,5.38781082371937,1,20,48.099998474121094
uniform,1.0,6.012450423946691,4.639083917955295,1,1,45.5
distance,0.6208111956709064,5.450054930131252,4.836677859265142,1,20,48.38999938964844
uniform,0.7991957399460978,9.999999999999998,6.163704401467344,1,20,46.46999740600586
uniform,0.37973937449359324,4.837718048797572,0.0,1,20,47.81999969482422
distance,0.4160360241824293,2.0029160269401127,1.893885606089767,20,7,47.970001220703125
distance,0.9429761852990589,4.165481332105118,0.5713660127981978,1,11,45.310001373291016
uniform,0.40558851067942553,4.008828162647588,4.303350046852285,1,7,50.05999755859375
distance,0.34919710034425094,3.499255893440742,5.459859620299923,1,16,49.97999954223633
uniform,0.46975146559744557,9.999999999999998,10.0,1,12,48.65999984741211
distance,0.4617370042293871,6.931325791879331,7.419487091092392,1,11,48.98999786376953
uniform,0.34749763658745014,10.0,3.71129154457212,1,7,46.90999984741211
uniform,0.48884598605297813,5.350321934560288,4.339393470079172,1,13,49.439998626708984
distance,1.0,2.6437182982261116,3.3059306434457185,1,1,45.57999801635742
distance,0.6451668891242672,8.63165146028186,10.0,1,7,47.29999923706055
uniform,0.7721346995751761,10.0,0.0,1,1,45.529998779296875
uniform,0.38829743812015033,2.6590375066210266,3.2685211121181923,1,20,50.87000274658203
distance,0.4211958039265516,1.976092449019777,1.8074496701607061,11,1,52.45000076293945
distance,0.410176681493184,1.8988308609562239,1.3106659546331498,1,1,52.14999771118164
distance,0.423893684318846,1.9950421521561887,1.908967616812233,12,1,52.429996490478516
distance,0.42397088185856485,1.994754036995169,1.8990571678051027,12,1,52.45000076293945
distance,0.42386362491239055,1.9951200892541074,1.8911039434846701,12,1,52.45999526977539
distance,0.423989300670754,1.9939817987602,1.892944632379453,12,1,52.45999526977539
distance,0.42397053165387194,1.9942243454604132,1.8800131029422553,12,1,52.45999526977539
distance,0.4239494812964099,1.994411652691148,1.8676430157523913,12,1,52.45000076293945
uniform,0.7734836837988824,3.6469368158144744,4.640375257990038,20,1,48.5
distance,0.42384184782591594,1.9905162763566362,1.88766937145869,13,1,52.46999740600586
uniform,0.001,10.0,10.0,1,1,16.18000030517578
distance,0.32186754861523165,8.720298589778471,4.020989680406426,20,1,45.540000915527344
distance,0.835971418819376,7.575942400197871,5.005744420867728,1,11,46.55999755859375
uniform,0.3423358542797625,6.363224404903466,10.0,1,12,48.73999786376953
distance,0.35585550746176203,8.766078375123803,6.366427770691958,1,11,47.959999084472656
distance,0.41963445976331437,2.007541209786935,1.7423189818558227,12,1,52.47999954223633
distance,0.7404983247226631,2.583254631305825,4.0774613757466005,20,1,49.439998626708984
distance,0.4177653504529214,2.0041526786904256,1.6455085014068762,12,1,52.40999984741211
distance,0.33700573847000587,2.6978580336506615,2.700019001862329,20,20,49.30999755859375
uniform,1.0,2.1999501648631665,4.782382605121955,20,11,44.459999084472656
uniform,0.3093123692781814,5.792259386609504,0.0,20,1,44.93000030517578
uniform,0.5533761018778325,5.149792118643002,0.0,1,20,48.099998474121094
distance,0.2795564460387777,10.0,0.0,1,1,42.5099983215332
uniform,0.7860239724062423,10.0,10.0,1,9,46.37999725341797
uniform,0.34948996688167416,3.054016640741073,5.814323145030036,1,10,50.38999938964844
uniform,0.505456452384976,2.327908291219729,1.3154337822383586,1,20,50.76000213623047
distance,0.41676574975613456,2.012946650977234,2.1163947540089127,11,1,52.369998931884766
uniform,0.7955535035507761,8.639368558148131,6.305884521134297,1,1,46.56999969482422
distance,0.37840776401988785,5.34187656121622,10.0,1,11,49.099998474121094
distance,0.4317489491487328,1.9587986145901557,1.7150750585040375,11,1,52.52999496459961
distance,0.7135778478545132,2.109231325766567,2.5494381063155607,1,20,48.75
distance,1.0,8.823345517130527,10.0,1,20,44.470001220703125
uniform,0.5097215323593397,4.960116214667243,4.332805527282217,20,20,48.02000045776367
distance,0.3782502671876241,6.463400030594439,0.0,1,14,47.06999969482422
distance,0.46666199174897843,10.0,9.999999999999998,20,8,45.099998474121094
distance,0.804791741750026,5.022465544022427,0.0,1,20,46.38999938964844
uniform,0.38975588303889935,7.333637927456675,10.0,20,7,45.279998779296875
distance,0.1476198022152721,5.88196503143961,10.0,1,1,43.64999771118164
uniform,0.4117915162626758,1.9392894421980196,1.6644311859985697,16,1,52.439998626708984
uniform,0.419830713310948,1.8411767164850468,0.9727564648982688,8,1,51.959999084472656
distance,0.2870079706610008,6.259406744534117,10.0,1,20,47.970001220703125
uniform,0.7257630558306593,5.454295604400816,5.502445129545198,1,9,47.86000061035156
distance,0.8914655847015647,6.162489798079369,6.132158253823196,20,20,45.220001220703125
uniform,0.3084054033458868,5.323519763944946,5.452355070163182,1,13,48.62999725341797
uniform,0.8099022915562579,2.686504093028072,10.0,20,1,47.369998931884766
distance,0.8492425041492602,2.280028339874932,4.6411404169141,20,20,47.37999725341797
uniform,0.3254329717513557,2.3090462053733862,0.0,1,20,49.16999816894531
distance,0.7643864976130471,1.6674637939350911,0.0,20,1,47.689998626708984
uniform,0.4099820298485334,2.058996431099514,2.1971761674872403,20,1,52.279998779296875
distance,0.41448015977049324,1.855723442537972,1.6220439237047015,13,1,52.5099983215332
distance,0.4243914731435329,1.8649383834723408,1.6769112622677547,12,1,52.56999588012695
distance,0.3543370256419546,1.4056331467360996,0.0,20,1,49.23999786376953
distance,0.43377525758671015,1.8297693386154192,1.6843442094447512,10,1,52.59000015258789
distance,0.43643670517121896,1.810857619381684,1.67110342991379,10,1,52.619998931884766
distance,0.4421644556106547,1.7604416006534749,1.5987943319853457,8,1,52.63999557495117
distance,0.44683693390220014,1.7082150474582507,1.5218398711122685,6,1,52.57999801635742
distance,0.4484760077727013,1.7720514804592724,1.7098358811398684,10,1,52.52000045776367
distance,0.43328751548462435,1.7253645416049825,1.408741839097024,8,1,52.54999923706055
distance,0.4405475653286768,1.7715539733626307,1.746263023055981,4,1,52.65999984741211
distance,0.44566497666356686,1.7420899275407784,1.735725685450093,1,1,52.63999557495117
distance,0.43694857057392444,1.7538059703387572,1.8036115650688254,4,1,52.63999557495117
distance,0.4438614501822818,1.7821930356505455,1.7251248000994326,3,1,52.57999801635742
distance,0.4329178501009492,1.6967969526353375,1.7745168799374202,4,1,52.679996490478516
distance,0.4356081499428675,1.6197397395315005,1.6685548593054467,1,1,52.70999526977539
distance,0.43584561337804445,1.5753231409065407,1.6073954816181326,1,1,52.70999526977539
distance,0.4334984926129234,1.5928843214984534,1.652684809943691,1,1,52.689998626708984
distance,0.44260047461880886,1.5773383125717377,1.5838435892483602,1,1,52.70999526977539
distance,0.4400130949309386,1.5891834586650753,1.5877379390791369,1,1,52.71999740600586
uniform,0.43681734267905775,1.5792648366393582,1.8470072713129235,1,1,52.66999435424805
distance,0.44404239033987125,1.5523843923771385,1.717887352474472,1,1,52.71999740600586
distance,0.44129553743590555,1.5617904039165522,1.7200075533593524,1,1,52.70999526977539
uniform,0.45774549962120553,1.5319360595945752,1.6380051275137975,1,1,52.77000045776367
uniform,0.4531985406531149,1.3722786905646147,1.3731332534073135,1,1,52.89999771118164
uniform,0.4748535464041818,0.7490491091765641,0.0,1,1,50.18000030517578
uniform,0.44125176077304246,1.334102238889721,1.3679387122981448,1,1,52.97999954223633
uniform,0.43132284497394324,1.2729853983029107,1.34933862675641,1,1,52.999996185302734
uniform,0.4310044151326541,1.3026886235392177,1.4357027699926248,8,1,52.999996185302734
uniform,0.4327175015285853,1.28685322875441,1.4168135474403256,4,1,52.97999954223633
uniform,0.4307210421717618,1.3189833986195378,1.346449697248488,5,1,52.939998626708984
uniform,0.4383835756635238,1.231547881567676,1.5049067204614466,1,1,53.0099983215332
uniform,0.438003265868031,1.2437463172615582,1.498201230634798,2,1,53.02000045776367
uniform,0.4391485617434141,1.2449650962910004,1.5151852087783713,3,1,53.02999496459961
uniform,0.4407516826499581,1.2463057820573265,1.5252501694951694,4,1,52.939998626708984
uniform,0.42542907613341324,1.194207485280819,1.443631189596145,1,1,53.04999923706055
uniform,0.4211099318456488,1.1529859416221753,1.4156460281601049,1,1,52.9900016784668
