weight,shrinkage_alpha_0,shrinkage_alpha_1,knn_k,kmeans_k,last_task_accuracy
distance,6.945516190795802,8.504285324523634,10,1,86.83999633789062
distance,7.022833389642883,8.516743547151128,11,2,86.40999603271484
distance,6.677835707055087,7.351674217962301,10,1,86.73999786376953
distance,7.401927043336942,8.322118832827199,8,2,84.18000030517578
uniform,5.3792630603271805,8.848487902746946,10,12,86.42999267578125
distance,6.420479916354086,9.126559738321866,5,4,86.49999237060547
distance,4.3994885821876,8.507904768359834,9,10,86.56999969482422
distance,6.883755411363968,7.970959747482563,7,1,86.83999633789062
distance,7.138452565544194,7.63268963506287,7,8,84.55999755859375
distance,6.864742955528896,7.980594896268467,8,1,86.82999420166016
distance,6.737714011392652,7.829313301275923,6,2,86.37999725341797
distance,7.541543419075095,8.691362032966587,7,1,86.68999481201172
distance,6.54591706336094,8.195286930078746,8,2,86.47999572753906
distance,6.915373593483558,0.14058264820801636,10,3,86.40999603271484
distance,6.3637759016330495,6.92912572416161,9,1,86.43999481201172
distance,5.937775554274301,3.7097538619716954,11,1,86.83999633789062
distance,4.710508239867918,3.197081614337688,11,2,86.53999328613281
distance,5.978134272543589,3.696507506669998,12,1,86.8499984741211
distance,5.897173554829923,3.976136753292248,12,3,86.50999450683594
distance,6.037208676524149,2.679668492419567,12,1,86.82999420166016
distance,6.325382550452744,2.4543726609671523,13,1,86.80999755859375
distance,5.701671184483148,3.985865096638301,11,2,86.5199966430664
distance,5.2131886061467965,3.22421087968068,13,1,86.7699966430664
distance,4.991563709094677,1.5201988373014674,7,2,86.50999450683594
uniform,6.60112680641643,4.857007783551866,5,1,86.85999298095703
uniform,5.97162426523644,4.547237622879598,5,1,86.8499984741211
uniform,5.491125918344797,4.523108859903018,5,2,86.6199951171875
uniform,3.9229865757691544,3.4457978003133447,5,1,86.7199935913086
uniform,4.18224130843405,4.684020644730031,4,2,86.32999420166016
uniform,6.1827549958898596,3.5037980649864924,6,1,86.81999969482422
uniform,5.916182389225241,4.236663240512708,4,1,86.83999633789062
uniform,5.978241685463846,4.18426155448927,4,1,86.8499984741211
uniform,5.816879020929149,4.305009674940426,3,11,86.66999816894531
uniform,5.624019237982944,3.774221351812676,4,1,86.80999755859375
uniform,5.995793722519897,4.95140108210612,4,2,86.33999633789062
uniform,6.054652519930109,4.275955978098472,5,1,86.82999420166016
uniform,5.267448729545316,5.3522112083139195,5,2,86.56999969482422
uniform,6.2899771039260814,4.7507835815476325,3,6,86.41999816894531
uniform,5.796733412737121,3.682955249592782,4,9,86.82999420166016
uniform,6.6479708229800405,4.20340938312225,6,1,86.85999298095703
uniform,6.630640069209358,4.255933348154986,6,1,86.85999298095703
uniform,6.563068957472438,4.139731450029358,6,1,86.82999420166016
uniform,6.378354603337436,4.469400509608603,6,1,86.80999755859375
uniform,6.640745585068938,5.091132876577653,5,2,86.6199951171875
uniform,4.55019291235637,3.794754731953781,6,7,86.72999572753906
uniform,7.278529814716328,4.090669757266449,4,1,86.7699966430664
uniform,5.464661682843065,4.71259988789937,5,1,86.80999755859375
uniform,4.888594978738066,4.315085510130928,6,2,86.62999725341797
uniform,7.024556430324404,4.529726269950882,5,1,86.82999420166016
uniform,6.090555487693722,3.824463261516609,18,1,86.82999420166016
uniform,6.475190562443467,3.5790896952677205,7,2,86.56999969482422
uniform,6.7218889375985515,4.176516971435121,6,1,86.8499984741211
uniform,6.71981603198457,4.205095007628379,6,1,86.8499984741211
uniform,7.099126397259315,4.183410546241157,6,1,86.81999969482422
uniform,6.684215971113355,4.408816686423275,14,2,86.54999542236328
uniform,6.31301184793176,3.98386057024114,4,1,86.81999969482422
uniform,6.78458855030257,4.968288548793785,5,3,86.19999694824219
uniform,5.935386526982881,3.3554712128511017,6,14,86.65999603271484
uniform,6.924461996663157,5.1885227924235355,7,1,86.83999633789062
uniform,6.934372239742263,5.175991156496577,7,1,86.83999633789062
uniform,7.2496462431781845,4.770737267685197,7,1,86.77999877929688
uniform,6.5860004257397895,5.509802598235202,6,2,86.53999328613281
uniform,1.1358692148443552,4.1392799661819915,7,1,85.79999542236328
uniform,7.054120323367307,6.340580467185946,4,2,86.23999786376953
uniform,7.499715786786303,4.607422453617352,5,1,86.75999450683594
uniform,6.750852517303157,3.023727380643766,6,13,86.72999572753906
uniform,4.280027333999697,3.903302565577782,6,1,86.7699966430664
uniform,6.213230845827298,4.8455278507527035,3,2,86.22999572753906
uniform,6.450342256949037,3.6311930857565677,6,1,86.80999755859375
uniform,6.931781838475463,6.046212065483317,7,1,86.82999420166016
uniform,6.917202230867176,5.722909700084052,7,1,86.83999633789062
uniform,6.719234951863707,4.3616807010225855,7,1,86.8499984741211
uniform,7.217783643022485,4.3398406544093,6,2,86.54999542236328
uniform,6.642000374090096,4.46085923110817,12,1,86.85999298095703
uniform,6.615208953495193,4.474198690881463,12,1,86.85999298095703
uniform,6.513206014995612,4.56921732518223,5,2,86.62999725341797
uniform,6.617250881524101,4.086867940123711,12,10,86.38999938964844
uniform,6.249569641555073,4.4173758999108,12,1,86.80999755859375
uniform,6.744555094850436,3.8766596466561785,11,2,86.54999542236328
uniform,6.415938930026245,4.206352657736176,13,1,86.80999755859375
uniform,6.120516693812095,4.462480468363687,12,1,86.81999969482422
uniform,5.6763386478702405,4.655707333352292,13,1,86.79999542236328
uniform,6.749316428592101,4.154887090192256,12,1,86.82999420166016
uniform,5.957613911763072,4.854737478844457,11,2,86.57999420166016
uniform,7.169150664431973,3.749985433077138,14,1,86.79999542236328
uniform,3.6525715625334803,4.269538745632877,12,1,86.81999969482422
uniform,6.350057280218599,3.9734584293706723,4,2,86.31999206542969
uniform,6.591373994832256,4.44730071624416,5,18,86.63999938964844
uniform,7.37431241267829,7.247999872654347,2,1,86.7699966430664
uniform,6.935551635087917,5.1157328616152435,7,1,86.83999633789062
uniform,7.023596125666654,4.661439318288992,11,1,86.82999420166016
uniform,6.726269157792925,4.3134658121533604,6,1,86.8499984741211
uniform,6.649382502748276,4.337992145219226,6,2,86.53999328613281
uniform,6.165166956205453,4.074618569917353,5,15,86.50999450683594
uniform,6.511003078720554,3.5288036007032146,6,1,86.81999969482422
uniform,6.808147652484572,3.9176591229771374,4,1,86.82999420166016
uniform,6.324276314292096,4.5794644001590346,5,2,86.6199951171875
distance,4.6482214423475705,4.278742554733235,13,1,86.79999542236328
uniform,6.686476130896188,3.6994531955738537,6,2,86.53999328613281
uniform,7.059786477767881,4.843054053362931,7,1,86.82999420166016
uniform,6.896650253540851,6.64631876658167,7,1,86.82999420166016
uniform,5.904184431246278,4.122400502440783,8,1,86.83999633789062
uniform,6.484846469046416,4.44503467442862,7,1,86.80999755859375
uniform,6.766020796399232,3.9206511902663608,6,7,86.6199951171875
uniform,7.080009990265165,7.025538793936095,7,1,86.82999420166016
distance,7.38449858328872,4.266237886297216,4,1,86.75999450683594
uniform,6.1980666761977385,4.637849329413238,6,2,86.52999877929688
distance,6.4476355789481605,4.434832286529995,11,1,86.80999755859375
uniform,4.095283049500041,5.241945694554043,8,2,86.62999725341797
uniform,6.846112213262067,5.066959418594946,7,1,86.83999633789062
uniform,6.947192891573271,7.503976212090101,7,1,85.89999389648438
uniform,6.597481656627071,4.929786744692223,6,1,86.8499984741211
uniform,6.627295051954909,4.880722543486646,6,1,86.85999298095703
uniform,6.6222849564393815,4.896891392244749,5,1,86.85999298095703
distance,6.599233791641529,4.787726545130628,5,2,86.40999603271484
uniform,6.633151733313465,4.921166403760654,6,1,86.85999298095703
uniform,6.645867936456018,5.449939496202535,6,1,86.85999298095703
uniform,6.6396038084980695,4.8031065566797455,6,1,86.85999298095703
uniform,6.400608130950989,4.98163278273129,6,2,86.55999755859375
uniform,6.670224327497686,5.379578677528771,6,1,86.8699951171875
uniform,6.681681349457778,4.991841786937458,6,1,86.8699951171875
uniform,6.685738171150079,5.575112073210406,6,1,86.85999298095703
uniform,6.707918888249313,5.288595439392956,5,1,86.85999298095703
uniform,6.638228705085668,5.42242450620585,5,1,86.85999298095703
uniform,6.519896013115652,5.518384792507304,5,1,86.81999969482422
uniform,6.278928058606816,5.522434749885361,5,1,86.80999755859375
uniform,6.484061815321553,5.468325698511243,5,2,86.62999725341797
uniform,6.7129146604939525,5.26233299701883,5,1,86.8499984741211
uniform,6.335060673101059,5.916183332803012,6,2,86.5199966430664
uniform,6.719268719083742,5.36572049747809,6,1,86.83999633789062
uniform,6.635178184518286,5.627782376323478,6,1,86.85999298095703
uniform,6.64734335008699,5.730844388261912,6,1,86.85999298095703
uniform,6.532820489547003,5.748826882025056,5,1,86.81999969482422
uniform,6.322881668469218,6.19357988995382,6,1,86.78999328613281
uniform,7.1563597809693835,5.712918132100489,5,1,86.79999542236328
uniform,6.5808696577189,5.389673737489304,5,2,86.6199951171875
uniform,6.847754888782628,5.120015256567988,6,1,86.83999633789062
uniform,6.1830865267181165,5.279719617014473,6,1,86.81999969482422
uniform,6.449072184067331,5.7225580455903975,5,1,86.80999755859375
uniform,6.734742186394991,5.038114814436347,6,1,86.83999633789062
uniform,6.626958806337021,5.479802984304369,6,1,86.85999298095703
uniform,6.601963355762245,5.623988342840255,6,1,86.8499984741211
uniform,6.939689764806559,5.907563852245833,5,1,86.82999420166016
uniform,6.819640395664676,5.3103710639788915,6,2,86.49999237060547
uniform,6.4210300185238145,4.8875319827881585,5,1,86.80999755859375
uniform,7.090775530130174,5.46550323830707,6,1,86.81999969482422
uniform,6.627096823053865,0.6376776129127872,6,2,86.53999328613281
uniform,6.164640614169043,5.121518101405346,5,1,86.81999969482422
uniform,6.846874829331338,5.632301170827381,6,1,86.83999633789062
uniform,6.398714685515215,4.769625983956514,4,2,86.30999755859375
uniform,6.582604726994201,5.209329161232262,6,1,86.83999633789062
uniform,6.729526259014783,5.993506584561982,5,1,86.83999633789062
uniform,6.92932439156627,4.95587328750231,6,2,86.49999237060547
uniform,7.159135848259423,5.476739952854874,5,1,86.78999328613281
uniform,6.333272657722956,4.7202341898271785,6,1,86.80999755859375
uniform,6.568336405077434,5.276644231703595,4,2,86.28999328613281
uniform,6.140986112105755,5.800119997168995,6,1,86.82999420166016
uniform,6.812746286973736,5.033740577843861,5,1,86.83999633789062
uniform,6.452438630431091,4.682661430996179,6,2,86.56999969482422
uniform,7.069943008740028,5.554582886866463,5,1,86.81999969482422
uniform,6.64519451014684,4.880167382250335,6,1,86.85999298095703
uniform,6.253858971808512,4.877179822172688,4,1,86.80999755859375
uniform,6.614124408187844,5.205278150616256,6,2,86.52999877929688
uniform,6.959690507838361,6.148571716920999,5,1,86.81999969482422
uniform,6.076771342000302,4.945928518613673,7,1,86.81999969482422
uniform,9.407573205828244,4.617541178163949,12,2,86.4699935913086
uniform,6.4354826017811915,5.166026362556117,6,1,86.80999755859375
uniform,6.739042092820345,5.424231704727947,5,1,86.83999633789062
uniform,6.578253370930948,4.747225400717298,7,5,86.18999481201172
uniform,7.244804139239419,5.651073416038675,6,2,86.54999542236328
uniform,6.840061294130493,6.44127630151498,5,1,86.83999633789062
uniform,6.390506966324239,5.365040057212688,6,1,86.81999969482422
uniform,2.7996921124489744,5.066063026898436,14,2,86.57999420166016
uniform,7.01177379652683,4.514020434881753,4,1,86.82999420166016
uniform,6.637681542453608,4.861925535385352,7,1,86.85999298095703
uniform,6.667186465624341,4.90073593702339,7,1,86.8699951171875
uniform,6.708620274211691,4.995879691007282,7,1,86.85999298095703
uniform,6.683330181895887,4.928145768517506,7,2,86.54999542236328
uniform,6.823215515320277,5.081998472542709,7,1,86.82999420166016
uniform,6.53256466984651,4.800719002618989,7,6,86.4699935913086
uniform,6.695671897914869,5.318591230576968,7,1,86.85999298095703
uniform,6.995397131406321,5.397125359669288,7,1,86.82999420166016
uniform,6.661759917203623,5.2519647423536915,7,2,86.53999328613281
uniform,6.416874601130834,5.836779309451046,7,1,86.80999755859375
uniform,6.817230203108528,5.048296889268474,7,13,86.49999237060547
uniform,7.181109739183968,5.5718125891849,6,1,86.77999877929688
uniform,6.555082906017532,4.8657496158442255,6,1,86.81999969482422
uniform,6.272529556488725,5.277616066334358,8,16,86.62999725341797
uniform,6.866336388123833,5.095314809868455,7,2,86.50999450683594
uniform,6.659745075377945,4.786323506861788,6,1,86.85999298095703
uniform,6.990063117844212,5.430872581621514,6,2,86.50999450683594
uniform,6.491655603941073,5.611685261716708,6,1,86.81999969482422
uniform,6.780147429169017,4.635418094287951,7,19,86.70999908447266
uniform,6.307670540427895,4.943570277802083,6,1,86.81999969482422
uniform,6.6362123317889,5.864803678959233,7,2,86.5199966430664
uniform,7.085308002560815,5.243672392145912,6,1,86.82999420166016
uniform,6.472915395612356,5.106029817063688,8,8,86.6199951171875
uniform,6.838832827083824,4.600726391073394,6,1,86.82999420166016
uniform,7.240724253491049,4.897759239941616,7,2,86.55999755859375
uniform,6.669939537191246,5.419508638382535,5,1,86.8699951171875
uniform,6.4942760797069266,5.591285714317334,5,1,86.81999969482422
uniform,6.269723070973778,4.7803111069362245,5,2,86.60999298095703
uniform,6.953697632862898,6.065971313764885,16,1,86.82999420166016
uniform,6.65939681397391,5.456454368962131,5,1,86.85999298095703
uniform,6.346499003538508,6.775535213931938,5,3,85.4699935913086
uniform,6.896583132060035,5.741084498607862,6,11,86.64999389648438
uniform,6.577455139883066,5.1033257310987095,20,1,86.82999420166016
uniform,7.359362254469368,4.518736076946745,6,2,86.54999542236328
uniform,3.3848495429870225,4.975781644966086,5,1,86.75
uniform,1.8355645864064316,5.333501818172402,6,1,86.22999572753906
uniform,6.754571851922025,4.802239237124952,6,1,86.83999633789062
uniform,7.084598752804808,5.236635311106231,5,2,86.5999984741211
uniform,6.191847013239999,4.580743173208116,6,1,86.80999755859375
uniform,6.459803472620978,5.504254446537026,5,12,86.60999298095703
uniform,6.785446411497923,5.011332700617647,6,1,86.82999420166016
uniform,6.6307470487290825,5.848726346729059,5,2,86.60999298095703
uniform,6.373699332293899,5.155259066202037,6,1,86.80999755859375
uniform,6.9886602372879105,4.6966553363002825,4,1,86.83999633789062
uniform,6.608374999756714,5.604130664382014,6,2,86.53999328613281
uniform,6.177731651762212,4.46827233286764,3,1,86.81999969482422
uniform,6.837139209719789,4.903312019838853,7,2,86.5199966430664
uniform,6.458482059026847,5.38368376409456,5,1,86.80999755859375
uniform,7.153313030617786,5.172086628088113,6,1,86.79999542236328
uniform,6.7230315757076,4.82697953946477,6,1,86.8499984741211
uniform,6.9180883077983335,6.271125100810664,5,2,86.58999633789062
uniform,6.321579984445054,5.723185100776036,7,1,86.80999755859375
uniform,6.534538349821306,5.0153694330576295,7,1,86.81999969482422
uniform,6.696849857322838,4.614526418726167,5,2,86.60999298095703
uniform,6.089029272960905,5.366551949203441,4,1,86.81999969482422
uniform,7.036607064609855,6.0422295235258625,6,2,86.53999328613281
uniform,7.73543761032258,4.760631521219488,6,3,86.25999450683594
uniform,6.464349992914948,4.424671066559772,8,1,86.80999755859375
uniform,7.499774452420487,5.17710518865999,6,1,86.75999450683594
uniform,8.3749938090804,5.605925831773745,5,15,86.45999908447266
uniform,6.85211060801396,5.030665226453154,7,1,86.83999633789062
uniform,6.6367066408984545,5.37974229162311,13,1,86.85999298095703
uniform,6.283958657893744,4.6622017090212,6,2,86.53999328613281
uniform,7.166963496737003,4.988377604394655,5,1,86.78999328613281
uniform,6.82776465437567,5.888655166086127,7,2,86.49999237060547
uniform,3.7666719160905298,5.221876851854378,6,1,86.77999877929688
uniform,6.5839820193036385,5.509484738761559,4,1,86.8499984741211
uniform,6.3917065664890025,4.41609232687055,5,1,86.81999969482422
uniform,6.925606796790145,4.75552611711727,6,3,86.24999237060547
uniform,6.664268501408144,4.919625804707657,7,2,86.53999328613281
uniform,6.220900903932409,5.283005319211773,6,1,86.80999755859375
uniform,7.248807925436428,4.56456661175086,4,2,86.24999237060547
uniform,6.4382303983418465,5.7808625333325105,5,1,86.80999755859375
uniform,6.769917296420865,5.511980594298294,6,1,86.83999633789062
uniform,9.128206907403786,4.8572624349900435,8,2,86.47999572753906
uniform,7.029495708435931,5.107396417214246,6,1,86.82999420166016
uniform,6.539502621804962,4.350518276555361,5,1,86.81999969482422
uniform,6.070146489317096,5.264131355416379,7,1,86.81999969482422
uniform,6.763776788428346,4.698306270173856,7,2,86.52999877929688
uniform,6.974317463107335,6.569515541953292,6,1,86.81999969482422
uniform,6.524475616695819,5.663209911018344,12,7,86.32999420166016
uniform,6.362394341326601,5.012085296967107,5,1,86.80999755859375
uniform,6.709476345858497,5.389123972336234,6,2,86.5199966430664
uniform,6.824421235244093,4.839156487167767,5,1,86.82999420166016
uniform,4.425647100678759,4.521616772186767,4,1,86.73999786376953
uniform,7.307820246425787,1.8896339662654893,6,2,86.53999328613281
uniform,6.274774595441131,5.134407626410628,7,1,86.80999755859375
uniform,6.571984310272631,5.53437748174628,6,1,86.82999420166016
uniform,7.0462111673499095,5.966612490906511,5,4,86.54999542236328
uniform,6.687623145860862,4.934212050313603,3,1,86.8699951171875
uniform,6.391823214655073,4.691282831528099,3,2,86.23999786376953
uniform,6.115379780066542,4.075774188574669,4,1,86.81999969482422
uniform,6.8979633529387545,4.338044846821748,2,1,86.83999633789062
uniform,6.556465355246993,5.270234964875196,3,2,86.18999481201172
uniform,6.699089041832985,4.899030873423291,3,1,86.85999298095703
uniform,7.091724025566821,6.288281844490056,3,17,86.68999481201172
uniform,6.502418134817304,5.726782088859599,5,1,86.81999969482422
uniform,4.838201193124366,4.538481986612544,6,2,86.5999984741211
uniform,0.36787235724218714,5.404862697716361,2,1,84.55999755859375
uniform,6.903291801980209,5.144986920592407,4,1,86.83999633789062
uniform,6.261123791459226,7.1840244973442315,5,2,86.4699935913086
uniform,6.70402971791982,4.954805474376304,12,5,85.9699935913086
uniform,6.4625535285545155,4.751076119144667,6,9,86.67999267578125
uniform,6.87107989763163,4.257619901143366,5,1,86.83999633789062
uniform,6.6307997257700695,5.5275467952398705,6,14,86.58999633789062
uniform,7.185143353275865,5.161654132946254,13,1,86.77999877929688
uniform,6.075875557246723,4.539013359598132,5,1,86.81999969482422
uniform,6.3301115773615795,6.898161198488123,3,20,85.28999328613281
uniform,6.784886417475909,4.763062839512089,6,2,86.48999786376953
uniform,6.487643087436957,5.762285285720658,6,1,86.80999755859375
uniform,6.964002637659962,5.362273135740359,14,3,86.42999267578125
uniform,7.369745014617832,4.890375432510573,5,2,86.58999633789062
uniform,5.827217377738029,5.0747475088558565,6,1,86.82999420166016
uniform,6.645153578786658,4.453791756429886,5,1,86.85999298095703
distance,1.0178480144554145,5.575182003333628,4,1,85.68999481201172
uniform,6.303432150788407,4.673926218958658,4,1,86.81999969482422
uniform,6.798624373885522,5.963859809340868,6,2,86.47999572753906
uniform,7.031804561084511,5.3043147306584455,7,1,86.82999420166016
uniform,6.548376825265446,5.0533594753083655,6,2,86.54999542236328
uniform,6.181288799424612,4.257534054079216,11,1,86.81999969482422
uniform,6.700124199780187,4.850262275736475,5,1,86.85999298095703
distance,3.953690743202783,4.069988219656322,15,2,86.48999786376953
uniform,6.441217020187925,5.238386802305256,6,1,86.80999755859375
uniform,6.924537668163737,5.498470143004556,7,1,86.83999633789062
uniform,6.625656251869546,4.584700495507828,4,1,86.85999298095703
uniform,7.116026867156836,5.737589614637275,6,2,86.54999542236328
uniform,6.4151385225514055,6.082742848553911,5,1,86.79999542236328
uniform,6.730408358677092,5.027668393768886,7,2,86.52999877929688
uniform,5.091694466129264,4.40726834396397,6,1,86.75999450683594
distance,6.888083318759121,4.835269148528701,5,1,86.83999633789062
uniform,6.084224009091409,5.3655231084355295,6,1,86.81999969482422
uniform,3.008168242049758,4.697393646228656,5,2,86.55999755859375
uniform,8.055229919913494,5.223197716536763,7,1,86.73999786376953
uniform,6.544483102885231,5.612706524127046,6,2,86.54999542236328
uniform,3.5658779336451287,4.993569105847461,8,1,86.7699966430664
uniform,6.304301883214008,5.148134990271057,4,1,86.81999969482422
uniform,7.168784557662103,4.577721893690931,2,2,86.52999877929688
distance,6.822469210960891,7.618477197565553,5,1,86.7699966430664
uniform,6.6035740576296105,5.428512468766099,7,1,86.85999298095703
uniform,6.389562868945358,4.8904689909208825,13,2,86.55999755859375
uniform,7.001575950735038,5.830105100122365,6,1,86.81999969482422
uniform,7.4853981350801755,4.369739403910441,6,6,86.66999816894531
uniform,6.79032465641023,3.981278848953307,5,1,86.82999420166016
uniform,6.200463586090357,4.765495290894727,6,1,86.81999969482422
uniform,4.21238190950686,5.150465217317151,18,12,86.35999298095703
distance,8.72282128439278,5.408003220664431,12,2,86.3499984741211
uniform,6.5980089130548185,5.628030988880287,4,1,86.8499984741211
uniform,6.749190681674269,6.452530450162607,7,1,86.8499984741211
uniform,6.461864526835373,4.236563979529621,6,3,86.25999450683594
uniform,5.971206298326753,4.92338893924573,5,2,86.57999420166016
uniform,7.303533546500527,4.613913171489003,6,1,86.75999450683594
uniform,6.971164491000554,5.25566771161633,5,8,86.73999786376953
uniform,6.302413294389274,6.172483832769502,7,1,86.78999328613281
distance,6.6477880280881365,5.033440532685847,6,2,86.41999816894531
uniform,6.867182589486505,4.44821472940204,12,10,86.39999389648438
uniform,6.545080705044361,4.763925786191331,5,1,86.81999969482422
uniform,7.083374922310366,0.7703182510242144,6,1,86.82999420166016
