shrinkage_alpha_0,shrinkage_alpha_1,knn_k,kmeans_k,last_task_accuracy
10.0,1.0911996468340877,48,1,63.696922302246094
10.0,1.6549596868796568,21,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,31,1,63.696922302246094
10.0,0.4569015142336036,46,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,1.7938926307072697e-11,48,1,63.696922302246094
10.0,2.032284375239914,50,1,63.696922302246094
10.0,0.9320075076360946,50,1,63.696922302246094
4.739990509395265,0.0,1,9,61.515403747558594
5.6616978947616765,4.091103229900926,1,17,61.46544647216797
10.0,0.0,27,1,63.696922302246094
10.0,1.3708111072034053e-14,45,1,63.696922302246094
10.0,2.212941661183981,50,1,63.696922302246094
10.0,0.0,30,1,63.696922302246094
10.0,0.9442066479474025,46,1,63.696922302246094
10.0,0.0,41,1,63.696922302246094
10.0,0.0,39,1,63.696922302246094
10.0,0.0,1,25,60.766029357910156
10.0,0.0,7,1,63.696922302246094
10.0,0.0,29,1,63.696922302246094
10.0,0.0,41,1,63.696922302246094
3.131180731241454,10.0,1,17,60.16653060913086
10.0,0.0,12,1,63.696922302246094
10.0,6.4217612852524875,41,1,63.696922302246094
10.0,0.0,2,1,63.696922302246094
10.0,0.0,2,1,63.696922302246094
9.999028638833634,6.648394093852959,45,1,63.680267333984375
10.0,0.6993807719541968,50,1,63.696922302246094
10.0,1.3153811021246993,26,1,63.696922302246094
10.0,1.192072304769191,12,1,63.696922302246094
10.0,0.2290505710711383,50,1,63.696922302246094
10.0,0.0,1,1,63.696922302246094
10.0,7.1899103698301055,31,1,63.696922302246094
10.0,0.0,11,1,63.696922302246094
10.0,6.478065592496111,50,1,63.696922302246094
10.0,1.0137639447779441e-10,43,1,63.696922302246094
10.0,0.0,19,1,63.696922302246094
9.999999999999998,0.8445553912885474,50,1,63.696922302246094
10.0,7.661608401818208e-11,19,1,63.696922302246094
10.0,7.366105466427988,32,1,63.696922302246094
10.0,1.687067825446189e-12,38,1,63.696922302246094
10.0,7.135692450664585,30,1,63.696922302246094
10.0,0.6686098081995311,18,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.967602704973076,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.25012051108923244,40,1,63.696922302246094
10.0,0.0,19,1,63.696922302246094
10.0,0.0,38,1,63.696922302246094
10.0,9.752735471386358e-16,50,1,63.696922302246094
10.0,0.0,25,1,63.696922302246094
9.999999999999998,1.3096914279691971,36,1,63.696922302246094
10.0,1.1647834692326198,22,1,63.696922302246094
