tukey_lambda,shrinkage_alpha_0,shrinkage_alpha_1,knn_k,kmeans_k,last_task_accuracy
0.5047592996476893,1.3805937467817118,0.5,8,20,51.43000030517578
0.4681002716186262,0.9660666241435261,2.0,9,20,52.40999984741211
0.4097411756719767,1.0989825238531243,2.0,8,38,52.810001373291016
0.4251073184160169,0.9967221129244327,2.0,8,39,52.64999771118164
0.4085676782441727,1.1903197748631131,2.0,8,39,52.689998626708984
0.3542755115686361,0.9851529701620981,2.0,25,50,51.689998626708984
0.35139405209546,1.4125080951511273,2.0,7,50,52.30999755859375
0.41637503202166065,1.1872492835425879,1.5359398611229318,7,50,52.47999954223633
0.6,2.0,2.0,13,50,50.62000274658203
0.45345017536780535,0.7887303459654161,1.2548145938163913,7,31,52.499996185302734
0.6,2.0,2.0,34,50,49.589996337890625
0.3872568267345108,1.1212548389884482,2.0,8,39,52.439998626708984
0.4398185694112521,1.2384482439209106,2.0,8,50,52.72999954223633
0.4818873698272321,0.9876856467931021,2.0,9,38,52.22999954223633
0.4517009083453907,1.644606888373144,2.0,9,50,52.39999771118164
0.4352416898721648,1.2359883128381832,2.0,8,50,52.689998626708984
0.6,2.0,0.5,50,50,47.48999786376953
0.38843201772414326,1.0406721715527805,1.4830105179869735,14,50,52.380001068115234
0.40299536604852465,0.936616555040598,1.4397733247906412,7,50,52.52000045776367
0.4935713185372371,0.8323384456991385,0.5,11,20,52.03999710083008
0.3,1.4487388530136691,2.0,6,20,51.73999786376953
0.426238759107271,0.9745488336248422,2.0,8,50,52.689998626708984
0.46787237485998057,0.9172211237448363,1.1973521738275579,10,50,52.48999786376953
0.40637442475898966,0.9949753946824642,2.0,7,50,52.429996490478516
0.4217982858003146,1.2911517185044512,2.0,7,39,52.46999740600586
0.3,1.1701110392894574,2.0,8,50,51.97999954223633
0.4918858325347828,1.360203086570521,2.0,8,50,52.28999710083008
0.4478889896876312,0.800065309293083,1.1646219588072877,7,20,52.39999771118164
0.3,2.0,0.5,21,50,49.3599967956543
0.4516972052757115,1.13037396741823,1.5012249476051078,9,20,52.499996185302734
0.3958934638494113,1.168218523340426,2.0,12,50,52.560001373291016
0.4422733700036497,0.856532633364801,1.2715328087713786,13,31,52.21999740600586
0.4257819341598459,1.1955431497324418,1.9999999999999998,9,20,52.38999557495117
0.4124122778482751,1.6973356006310478,2.0,13,50,51.939998626708984
0.4314561120003433,1.1264771013646726,1.6003247627993527,9,50,52.679996490478516
0.6,0.5,2.0,21,20,48.15999984741211
0.6,1.0361630097074683,0.5,18,50,50.720001220703125
0.3,1.686081151644376,2.0,23,20,50.099998474121094
0.48738385556978325,0.8838877460763221,1.1537471780475372,7,37,52.31999588012695
0.4440181310789202,1.0921036780131226,2.0,10,50,52.7599983215332
0.39736495141040445,1.861368104876362,2.0,6,36,52.32999801635742
0.3,1.565197130199922,2.0,6,50,52.12999725341797
0.4578998364455675,1.718179673906406,2.0,7,20,51.790000915527344
0.5316566862803573,1.3863196989594104,2.0,30,50,51.029998779296875
0.3,1.0944298552868243,0.5,50,50,49.32999801635742
0.387217279086052,1.7366218059948264,2.0,6,50,52.369998931884766
0.4849231893249021,0.8283769148011935,0.5,9,50,51.89999771118164
0.44381532908032667,0.5,0.5,11,20,51.65999984741211
0.3870675591529675,1.1775648141931818,1.5004753075036956,5,50,52.41999816894531
0.44061928616114465,1.1203378229712815,2.0,9,50,52.79999923706055
0.49796058661369025,1.0733331366150838,1.4369188241027944,8,20,52.3599967956543
0.4353025582087804,1.0001450961736928,1.652961274218085,10,50,52.63999557495117
0.4246702591768443,2.0,2.0,4,50,51.88999938964844
0.43562179225061665,0.8834598478595301,2.0,22,50,51.87999725341797
0.4168979114935427,0.5,0.5,19,50,51.349998474121094
0.389781266146634,1.6075138202649997,1.4170947494057602,5,38,52.40999984741211
0.44107049235060625,1.511082072552883,0.5,3,50,51.5
0.6,1.119473493045248,0.5,50,50,49.13999557495117
0.38000425385864056,1.445052054912482,2.0,5,37,52.20000076293945
0.4380894164502934,1.206267308039409,1.5192201447642326,8,50,52.64999771118164
0.3,1.5520333868927763,1.2723788202666015,7,40,51.709999084472656
0.4296581639738122,0.9385183908168908,2.0,7,33,52.39999771118164
0.4365568831531854,1.743798250088648,0.5,1,20,51.0
0.3,0.9157965211831565,2.0,20,20,50.54999542236328
0.44187158460213094,0.9774283365935237,1.1997753018841637,5,20,52.27000045776367
0.39797125321123084,0.8251737008389972,1.013929263988317,7,37,52.32999801635742
0.42502766179505275,1.136612300499302,1.6180759042619837,9,50,52.72999954223633
0.44483596357706157,1.1008248342261668,2.0,9,50,52.77000045776367
0.4290350550588614,2.0,2.0,38,50,50.04999542236328
0.3,1.2685119211402656,0.5,1,50,50.66999816894531
0.4461483177572986,1.0250766692477908,2.0,10,50,52.78999710083008
0.4271063449061039,0.938678723199438,1.570784481250404,11,50,52.52999496459961
0.409952736042014,1.3989003687652404,1.260131675964069,8,20,52.099998474121094
0.46359223393085747,1.1107434443360238,2.0,10,50,52.52999496459961
0.38732095178689824,1.0901078113829106,2.0,14,50,52.46999740600586
0.4197462015942122,1.1551615254720626,2.0,8,50,52.7599983215332
0.44060112106848015,0.8542356137975735,2.0,8,50,52.28999710083008
0.43310833093738316,1.0785695193110805,1.7210677873406184,8,43,52.679996490478516
0.4539016219045546,1.7396839491521485,1.4723605153867132,7,50,52.22999954223633
0.418695779847142,1.1627037608238555,2.0,9,50,52.810001373291016
0.3991196888554112,1.1547935256341255,1.5260861935198426,10,50,52.679996490478516
0.4193244490804519,1.1491496601929345,1.9999999999999998,8,50,52.70000076293945
0.6,1.4962060032785,0.5,13,20,50.61000061035156
0.6,1.1868144199640462,0.5,33,50,49.94999694824219
0.4462418849905452,1.255349461390436,1.4020485233593998,8,50,52.59000015258789
0.45140931345934265,1.4864098744821834,0.5,19,50,50.62999725341797
0.43944958396359823,0.5,0.5,50,50,50.220001220703125
0.38708194578937527,1.9999999999999998,1.5849635108850089,7,35,51.959999084472656
0.33877787388427194,1.0571222146120227,1.2205054669703181,16,50,51.779998779296875
0.4524039139067761,1.4854518619698238,1.457720261197348,6,35,52.59999465942383
0.43492862863522125,1.0871062949055559,1.7310900755992247,8,43,52.689998626708984
0.3771036100927032,1.740835991746793,1.4718554146170708,7,50,52.16999816894531
0.39381557430550407,0.8301392640160346,1.3804627236531761,30,50,51.69999694824219
0.3,1.2962578332347965,2.0,34,50,50.81999969482422
0.37468787009938226,1.0900300336150592,2.0,11,38,52.439998626708984
0.4799387609862549,1.056320634878953,1.327739287200419,14,20,52.27000045776367
0.4209556356479292,1.3155242183144054,1.3358264613126871,6,41,52.749996185302734
0.41851210027367913,1.093264045155054,1.0944505646795828,7,50,52.439998626708984
0.4705172985459501,2.0,1.0917009459578528,1,50,50.80000305175781
0.48931919466502427,1.4806683153010423,2.0,18,20,51.470001220703125
0.4328913580344551,1.346526212495661,1.5079436115704905,6,41,52.810001373291016
0.3579136079838299,2.0,0.5,50,50,48.380001068115234
0.4399217940121748,1.2216364034347098,1.6990584941618354,7,43,52.65999984741211
0.4021459473145625,1.1737273018417147,1.2540323258546273,5,38,52.70999526977539
0.41610248602373795,1.3423847436245047,1.2450612506117313,6,39,52.619998931884766
0.4469399678571802,1.5203862084025508,1.4192655303761792,5,34,52.38999557495117
0.391973282809162,1.073666362182443,1.2303022925604399,5,37,52.41999816894531
0.40205954228603125,0.9430284834702369,1.4112583499025002,20,34,52.09000015258789
0.42242257513750137,1.2250942439324055,2.0,8,50,52.81999588012695
0.4019696532285369,1.3677671244760088,1.513932189906864,6,50,52.499996185302734
0.5195167821835587,1.0684372058146179,1.2536139773568487,11,34,52.029998779296875
0.43680310332617556,1.1285162517944984,1.7034792177067297,7,43,52.66999435424805
0.38339020383331324,0.8562381633881283,0.5,39,50,50.599998474121094
0.43324262196553226,0.9225040792177309,1.309846602234233,15,50,52.20000076293945
0.45032743323015445,0.5,1.9999999999999998,1,50,50.349998474121094
0.5047645151567922,1.1154224659231446,2.0,8,20,52.27000045776367
0.4850887908018957,1.3513655095514654,1.398865857013334,5,20,52.0
0.4388257833328346,0.8329898231067584,2.0,9,20,52.249996185302734
0.3,2.0,1.9999999999999998,11,20,51.029998779296875
0.494917716327192,0.5,2.0,45,50,49.82999801635742
0.43163250547542087,0.9079244121791212,1.1670356763981735,12,20,52.429996490478516
0.46350911666872496,1.327880267064221,1.312791634290055,8,50,52.31999588012695
0.44329945990488473,1.292614768799466,2.0,7,42,52.70999526977539
0.391118830597987,0.8186010057978053,0.5,7,29,51.939998626708984
0.3,1.173777955342378,1.1905468672478223,8,20,51.619998931884766
0.6,0.8532623789636303,2.0,13,50,51.209999084472656
0.6,1.5384724705062376,2.0,38,20,48.55999755859375
0.424331060886567,1.1400892293989802,1.715600166846313,8,44,52.6099967956543
0.47370610594500806,1.0066161008396555,2.0,13,20,52.209999084472656
0.42819302279207017,1.2357597696897045,1.0854206650296438,7,39,52.5099983215332
0.44995816012513207,1.345187013141941,2.0,7,40,52.79999923706055
0.44013257706718406,1.2903785865009572,2.0,7,43,52.679996490478516
0.37144523504902777,1.0769686252879613,2.0,4,50,52.59000015258789
0.4151905626762972,1.15870739858625,2.0,7,50,52.46999740600586
0.3591009111816886,1.3431135213482641,2.0,3,50,52.209999084472656
0.3823797389474126,1.0035785929345307,2.0,8,50,52.619998931884766
0.3654592041081842,0.9864018533719865,1.4654968234619825,6,50,52.48999786376953
0.42079534198742763,0.8233010227110704,1.116023752487444,7,50,52.28999710083008
0.6,2.0,2.0,11,20,50.62999725341797
0.37263192767853764,1.2068409209723674,1.6009031381740997,8,50,52.63999557495117
0.3704753192714499,1.1807090858154987,1.6231811886962924,6,41,52.439998626708984
0.4012571574132983,1.0436838302418998,2.0,9,50,52.70000076293945
0.5999999999999999,2.0,0.5,32,20,47.459999084472656
0.4593717831791281,1.199784114375035,2.0,9,36,52.84999465942383
0.4158909685347515,1.1337922585047617,2.0,7,50,52.429996490478516
0.4818048850621804,1.4040130157833852,2.0,7,36,52.380001068115234
0.4498103911909379,1.1583672239664806,2.0,9,37,52.63999557495117
0.4733512023687483,2.0,2.0,12,50,51.43000030517578
0.4160697535621151,1.4130733910226008,2.0,8,50,52.72999954223633
0.41743111060250027,1.4572960242194437,2.0,7,50,52.499996185302734
0.4330613774918245,1.1821605219861653,2.0,11,50,52.53999710083008
0.37413885486769516,1.2782324727862515,1.6080086860644751,9,50,52.369998931884766
0.3456213338927928,0.9658538288055488,2.0,1,50,51.540000915527344
0.48353128043382854,0.8020683375614492,1.0747907883476104,7,20,52.23999786376953
0.4484077671048459,1.165102054229958,2.0,9,36,52.7599983215332
0.3428769541615274,1.2722468875533397,2.0,9,39,52.15999984741211
0.4959263915795432,1.0999531205497206,2.0,9,50,52.22999954223633
0.4266435309814436,1.0470787559939385,1.6208569184773833,6,42,52.810001373291016
0.44169163822382257,1.2010995304875642,1.6263832591149865,6,41,52.880001068115234
0.42991347026160676,1.0684049613601536,1.6100048096751896,6,42,52.82999801635742
0.4369277809336466,1.1941546044614877,1.546280886836062,5,40,52.70000076293945
0.42470302556419953,1.0214167490958241,1.6710569223328327,7,42,52.70000076293945
0.43825087375514027,1.2374663208290553,1.7078259345760622,8,42,52.81999588012695
0.4393497592826857,1.111364577434851,2.0,6,35,52.57999801635742
0.43149548150255834,1.360844686870029,1.6853967378675352,7,40,52.739994049072266
0.43297373518951404,1.4581127986691866,2.0,6,38,52.89999771118164
0.43206416860023844,1.466889536229939,2.0,6,38,52.939998626708984
0.4314316360148449,1.4799410592062814,2.0,6,38,52.89999771118164
0.43135003197512745,1.5063395492801661,2.0,6,38,52.8599967956543
0.4318335970411168,1.5628069594063332,2.0,6,39,52.52000045776367
0.43499721948893944,1.3461320478247345,2.0,6,37,52.77000045776367
0.4390037562985231,1.3472811319473796,2.0,7,41,52.689998626708984
0.42423826633367767,1.3711810711339794,1.9999999999999998,5,34,52.6099967956543
0.42399352312770733,1.4395621793320907,1.6522705950159937,6,40,52.880001068115234
0.4241647155030385,1.4418810886742388,1.6508531596335057,6,40,52.880001068115234
0.4251775438994229,1.4518853992598313,1.6718690643656258,7,39,52.53999710083008
0.40717729403380487,1.6071119401207323,2.0,4,35,52.499996185302734
0.4416425273447111,1.355339532830994,2.0,7,42,52.739994049072266
0.45730602407881193,1.5509233098323292,2.0,6,39,52.64999771118164
0.4348996079733347,1.3305369440341752,1.6669375832100333,5,39,52.5099983215332
0.41473387577444537,1.5644788449533982,2.0,7,42,52.349998474121094
0.43987587161750247,1.3444366184611165,2.0,7,33,52.41999816894531
0.4301980443219933,1.6652471858066513,1.5616014225566355,5,37,52.560001373291016
0.4004793273756364,1.2162674070579744,2.0,25,35,51.58000183105469
0.41430027092372507,1.3573726273304112,1.5812708367745532,4,37,52.499996185302734
0.4538276869128846,1.7125864735779057,2.0,5,38,52.380001068115234
0.4404184417657711,1.401521672623548,2.0,7,50,52.619998931884766
0.4446532934708426,1.2635670556862795,1.6923039453556314,7,42,52.880001068115234
0.4449504890011102,1.2520193024750106,2.0,7,42,52.739994049072266
0.4490567988689201,1.3446390646968607,1.6352474248927167,6,42,52.84999465942383
0.444748302272031,1.2521016085538343,1.6746917511244368,7,42,52.91999435424805
0.4449177697889112,1.247740515175102,1.674514852492712,7,42,52.90999984741211
0.4451264446902258,1.2438690341770458,1.6742259273086382,7,42,52.880001068115234
0.3,1.4672445527973916,2.0,50,20,46.81999969482422
