tukey_lambda;shrinkage_alpha_0;shrinkage_alpha_1;knn_k;kmeans_k;last_task_accuracy
0,426125531097545;1,00603463646303;1,31322254810227;1;1;53,1700019836425
0,426304562510162;1,00245947510194;1,31383134851572;1;1;53,1599998474121
0,426413797434711;1,00223953787575;1,31298586376597;1;1;53,1499977111816
0,426200730547244;1,00702490926232;1,32026095210056;1;1;53,1399955749511
0,416053388181256;1,01629608306696;1,35877083665874;1;1;53,1199989318847
