weight,shrinkage_alpha_0,shrinkage_alpha_1,knn_k,kmeans_k,last_task_accuracy
distance,9.724176241956657,0.0,1,8,86.67999267578125
distance,6.409197008733599,0.0,1,6,86.90999603271484
distance,9.215794173364053,0.0,1,5,86.67999267578125
distance,9.292450509009049,0.0,20,4,86.10999298095703
distance,5.261016334266523,10.0,1,2,86.5999984741211
uniform,6.339792169098048,10.0,1,10,86.77999877929688
distance,4.0245188628010675,0.0,10,16,86.52999877929688
uniform,3.6912317838347635,0.0,20,2,86.63999938964844
uniform,4.051526042939949,9.999999999999998,1,7,86.68999481201172
uniform,8.036002198357878,10.0,1,6,86.83999633789062
distance,2.4772872572533426,10.0,1,6,86.5999984741211
uniform,5.272810316794471,0.0,1,13,86.53999328613281
distance,8.498592209408592,0.0,1,9,86.82999420166016
uniform,4.295619249169355,10.0,1,16,86.72999572753906
distance,6.15093066978719,10.0,1,12,86.67999267578125
distance,7.190410042465357,0.0,1,3,86.40999603271484
uniform,3.6560979209875555,0.0,5,19,86.70999908447266
uniform,6.041003475256069,0.0,7,16,86.5999984741211
uniform,4.785625857137802,0.0,1,10,86.72999572753906
uniform,6.392725978595006,9.999999999999998,1,19,86.37999725341797
uniform,6.6935500267918595,0.0,8,20,86.70999908447266
uniform,6.904247554374314,10.0,12,18,86.58999633789062
distance,1.7196582192072618,10.0,1,6,86.25999450683594
uniform,9.641949218910868,0.0,1,5,86.6199951171875
uniform,6.669416496830813,0.0,1,6,86.93999481201172
uniform,7.821119721373022,10.0,20,2,86.50999450683594
uniform,1.640571148852807,9.999999999999998,1,18,86.2199935913086
uniform,7.239102591303643,10.0,1,6,86.90999603271484
distance,5.352300989339641,0.0,1,16,86.75
uniform,9.268803108907171,0.0,1,6,86.82999420166016
uniform,6.1577483671796855,0.0,1,9,86.94999694824219
uniform,2.855173752579916,10.0,20,2,86.58999633789062
distance,6.687133939627707,0.0,9,19,86.57999420166016
distance,6.6643036077834665,0.0,20,14,86.37999725341797
uniform,6.461742101805672,10.0,1,16,86.66999816894531
uniform,5.677124076284816,0.0,14,19,86.42999267578125
uniform,5.362862474677144,0.0,1,1,86.77999877929688
distance,2.9248040677199576,10.0,20,14,86.23999786376953
uniform,4.4994801872371735,0.0,6,16,86.7699966430664
uniform,6.394372766137261,0.0,1,9,86.9699935913086
uniform,6.577264719943278,0.0,1,5,86.73999786376953
distance,7.366171267433791,9.148493168297588,1,6,86.87999725341797
distance,2.1722794225185647,10.0,1,9,86.50999450683594
distance,9.644156936224546,0.0,20,1,86.7199935913086
uniform,8.289691239927972,0.0,1,3,86.39999389648438
uniform,2.7171211645330873,0.0,1,15,86.57999420166016
uniform,7.530030885128262,9.999999999999998,9,16,86.39999389648438
distance,9.091328369669473,0.0,1,6,86.79999542236328
distance,6.52358483004139,0.0,1,9,86.98999786376953
distance,4.940874222687836,0.0,14,20,86.56999969482422
distance,5.3093986342999635,10.0,20,2,86.50999450683594
distance,6.519827247681551,0.0,1,9,86.97999572753906
uniform,5.394700355445803,9.999999999999998,1,9,86.89999389648438
distance,4.2681056343870525,0.0,1,8,86.78999328613281
uniform,2.845357172516935,0.0,8,19,86.63999938964844
distance,6.742464583489679,0.0,1,6,86.90999603271484
distance,6.101235403329325,10.0,1,17,86.73999786376953
uniform,3.5781117324800165,10.0,7,15,86.53999328613281
distance,6.2287002055077645,0.0,1,9,86.95999908447266
distance,8.360381661596278,0.0,20,15,86.29999542236328
distance,2.669022806838785,10.0,12,1,86.64999389648438
distance,8.019597661476269,0.0,20,10,85.2199935913086
uniform,4.585444222352129,10.0,20,2,86.58999633789062
uniform,4.156635284923832,0.0,1,14,86.45999908447266
uniform,7.820426893543173,0.0,1,5,86.78999328613281
uniform,2.3298215746326187,10.0,1,1,86.5199966430664
distance,2.2433070179233034,0.0,20,5,85.74999237060547
distance,8.007878059549165,10.0,5,18,86.5999984741211
uniform,7.2888701584997,0.0,13,19,86.3499984741211
distance,3.247289854932041,0.0,13,2,86.49999237060547
uniform,7.567983909164392,0.0,1,13,86.55999755859375
distance,7.804105880043494,0.0,1,10,86.75
distance,6.3830432547680385,10.0,9,15,86.58999633789062
uniform,1.1560207597963834,0.0,1,20,86.00999450683594
uniform,8.028538733559222,0.0,10,20,86.62999725341797
distance,3.1889337866046317,0.0,1,19,86.3699951171875
uniform,3.9512375585010573,0.0,1,20,86.48999786376953
distance,3.0394765007968734,10.0,12,19,86.54999542236328
distance,4.793750674123239,0.0,12,1,86.80999755859375
distance,6.851599363385146,9.999999999999998,1,16,86.68999481201172
distance,1.8316102669839438,0.0,1,16,86.55999755859375
distance,4.554455131448662,0.0,6,12,86.75999450683594
uniform,4.35960624828772,9.999999999999998,8,12,86.52999877929688
distance,4.766788024041134,10.0,9,12,86.39999389648438
uniform,4.583321767188507,0.0,4,13,86.7699966430664
uniform,6.787963034987159,10.0,1,6,86.93000030517578
uniform,6.203282134116551,10.0,1,6,86.90999603271484
uniform,4.889616617288544,10.0,20,8,85.18999481201172
distance,6.200571197907399,10.0,1,6,86.90999603271484
distance,9.562482447500614,0.0,20,2,86.29999542236328
uniform,4.53874236446953,0.0,1,12,86.5999984741211
uniform,4.671314632558188,0.0,9,14,86.52999877929688
distance,4.050944896412622,0.0,20,11,85.80999755859375
uniform,7.469679380597264,0.0,1,6,86.90999603271484
distance,4.308036055700344,0.0,8,13,86.5199966430664
distance,5.1294521299771025,10.0,4,16,86.83999633789062
uniform,5.551647757163717,0.0,9,12,86.33999633789062
distance,9.221188548007751,0.0,9,6,86.12999725341797
distance,3.6120207716802555,0.0,1,12,86.45999908447266
distance,2.869897577984004,0.0,1,7,86.66999816894531
