shrinkage_alpha_0;shrinkage_alpha_1;knn_k;kmeans_k;last_task_accuracy
10;10;1;2;63,2472915649414
9,43241547441622;0;1;2;63,1473770141601
10;0;1;3;62,9475479125976
10;0;1;7;62,7643661499023
9,47727267686593;8,36400179374255;1;2;63,1473770141601
