trial;last_task_accuracy;kmeans_k;knn_k;shrinkage_alpha_0;shrinkage_alpha_1;tukey_lambda;accuracy_task_1_name1;accuracy_task_1_name2;accuracy_task_1_name3;accuracy_task_2_name1;accuracy_task_2_name2;accuracy_task_2_name3;accuracy_task_3_name1;accuracy_task_3_name2;accuracy_task_3_name3;accuracy_task_4_name1;accuracy_task_4_name2;accuracy_task_4_name3;accuracy_task_5_name1;accuracy_task_5_name2;accuracy_task_5_name3;accuracy_task_6_name1;accuracy_task_6_name2;accuracy_task_6_name3;last_task_accuracy_name1;last_task_accuracy_name2;last_task_accuracy_name3;average_last_task_accuracy;average_accuracy_name1;average_accuracy_name2;average_accuracy_name3;average_of_average_accuracy
6180;72,56;43;4;0,920670049;0,5;0,418905644;87.31999969482422;88.27999877929688;89.12000274658203;83.56666564941406;83.53333282470703;85.36666870117188;79.85713958740234;81.05714416503906;80.28571319580078;77.30000305175781;77.4000015258789;77.72500610351562;74.80000305175781;74.46666717529297;75.13333892822266;72.55999755859375;71.55999755859375;73.33999633789062;72.55999755859375;71.55999755859375;73.33999633789062;72.48666381835938;79.23396809895833;79.38285700480144;80.16178766886394;79.5928709242079
6693;72,54;43;4;0,880129393;0,5;0,420410832;87.36000061035156;88.27999877929688;89.08000183105469;83.5999984741211;83.46666717529297;85.36666870117188;79.79999542236328;81.08570861816406;80.22857666015625;77.25;77.4000015258789;77.70000457763672;74.73333740234375;74.4888916015625;75.24444580078125;72.53999328613281;71.58000183105469;73.37999725341797;72.53999328613281;71.58000183105469;73.37999725341797;72.49999745686848;79.21388753255208;79.383544921875;80.16661580403645;79.5880160861545
1619;72,52;50;6;1,27017264;0,688331332;0,401584729;87.15999603271484;88.5199966430664;88.83999633789062;83.56666564941406;83.46666717529297;85.53333282470703;79.77143096923828;81.25714111328125;80.48571014404297;77.32500457763672;77.42500305175781;77.8499984741211;75.06666564941406;74.35555267333984;74.93333435058594;72.5199966430664;71.37999725341797;72.89999389648438;72.5199966430664;71.37999725341797;72.89999389648438;72.26666259765625;79.23495992024739;79.40072631835938;80.090394337972;79.57536019219292
6696;72,5;43;4;0,886212953;0,5;0,424044634;87.31999969482422;88.23999786376953;89.12000274658203;83.53333282470703;83.46666717529297;85.36666870117188;79.77143096923828;81.08570861816406;80.28571319580078;77.17500305175781;77.35000610351562;77.72500610351562;74.66666412353516;74.44444274902344;75.24444580078125;72.5;71.54000091552734;73.39999389648438;72.5;71.54000091552734;73.39999389648438;72.47999827067058;79.16107177734375;79.35447057088216;80.19030507405598;79.56861580742729
3608;72,48;50;6;1,268886637;0,668137479;0,400037617;87.15999603271484;88.5199966430664;88.83999633789062;83.56666564941406;83.46666717529297;85.56666564941406;79.82857513427734;81.22856903076172;80.54285430908203;77.4000015258789;77.4000015258789;77.94999694824219;75.0888900756836;74.35555267333984;75.0;72.47999572753906;71.36000061035156;72.95999145507812;72.47999572753906;71.36000061035156;72.95999145507812;72.26666259765625;79.25402069091797;79.3884646097819;80.1432507832845;79.59524536132812
