trial;last_task_accuracy;kmeans_k;knn_k;shrinkage_alpha_0;shrinkage_alpha_1;accuracy_task_1_name1;accuracy_task_1_name2;accuracy_task_1_name3;accuracy_task_2_name1;accuracy_task_2_name2;accuracy_task_2_name3;accuracy_task_3_name1;accuracy_task_3_name2;accuracy_task_3_name3;accuracy_task_4_name1;accuracy_task_4_name2;accuracy_task_4_name3;accuracy_task_5_name1;accuracy_task_5_name2;accuracy_task_5_name3;accuracy_task_6_name1;accuracy_task_6_name2;accuracy_task_6_name3;accuracy_task_7_name1;accuracy_task_7_name2;accuracy_task_7_name3;accuracy_task_8_name1;accuracy_task_8_name2;accuracy_task_8_name3;accuracy_task_9_name1;accuracy_task_9_name2;accuracy_task_9_name3;accuracy_task_10_name1;accuracy_task_10_name2;accuracy_task_10_name3;last_task_accuracy_name1;last_task_accuracy_name2;last_task_accuracy_name3;average_last_task_accuracy;average_accuracy_name1;average_accuracy_name2;average_accuracy_name3;average_of_average_accuracy
514;87,1699982;26;1;6,116585218;7,797607497;98.70000457763672;94.60000610351562;96.80000305175781;95.70000457763672;94.75000762939453;94.25000762939453;93.73333740234375;94.0;93.0999984741211;91.97500610351562;92.82500457763672;91.55000305175781;90.97999572753906;91.67999267578125;90.0999984741211;89.98332977294922;91.0999984741211;89.5999984741211;89.04285430908203;89.71427917480469;89.05714416503906;88.03750610351562;88.5875015258789;88.67500305175781;87.94445037841797;87.67778015136719;87.82221984863281;87.16999816894531;87.16999816894531;87.16999816894531;87.16999816894531;87.16999816894531;87.16999816894531;87.16999816894531;91.3266487121582;91.21045684814453;90.81243743896485;91.11651433308919
401;87,159996;26;1;4,958226162;0;98.70000457763672;94.50000762939453;96.70000457763672;95.65000915527344;94.70000457763672;94.30000305175781;93.53333282470703;93.93333435058594;93.0999984741211;91.80000305175781;92.7750015258789;91.47500610351562;90.95999908447266;91.7199935913086;90.12000274658203;90.03333282470703;91.11666870117188;89.53333282470703;89.05714416503906;89.78571319580078;88.94285583496094;88.10000610351562;88.5875015258789;88.57500457763672;87.96666717529297;87.65555572509766;87.78889465332031;87.15999603271484;87.15999603271484;87.15999603271484;87.15999603271484;87.15999603271484;87.15999603271484;87.15999603271484;91.29604949951172;91.19337768554688;90.7695098876953;91.08631235758465
4790;87,159996;26;1;6,157106168;8,113546305;98.70000457763672;94.60000610351562;96.80000305175781;95.70000457763672;94.75000762939453;94.25000762939453;93.73333740234375;94.0;93.0999984741211;91.97500610351562;92.82500457763672;91.55000305175781;90.97999572753906;91.67999267578125;90.0999984741211;89.98332977294922;91.0999984741211;89.58332824707031;89.04285430908203;89.71427917480469;89.04285430908203;88.0250015258789;88.5875015258789;88.66250610351562;87.93333435058594;87.66666412353516;87.81111145019531;87.15999603271484;87.15999603271484;87.15999603271484;87.15999603271484;87.15999603271484;87.15999603271484;87.15999603271484;91.32328643798829;91.20834503173828;90.80598068237305;91.1125373840332
5688;87,0999985;23;1;7,635300294;9,638267071;98.70000457763672;94.80001068115234;96.80000305175781;95.60000610351562;94.80001068115234;94.20000457763672;93.79999542236328;94.03333282470703;92.83333587646484;92.0;92.7750015258789;91.57500457763672;90.91999816894531;91.5;90.16000366210938;89.75;91.0;89.53333282470703;88.9000015258789;89.48571014404297;88.94285583496094;87.88750457763672;88.38750457763672;88.48750305175781;87.83333587646484;87.45555877685547;87.74444580078125;87.0999984741211;87.0999984741211;87.0999984741211;87.0999984741211;87.0999984741211;87.0999984741211;87.0999984741211;91.24908447265625;91.13371276855469;90.73764877319336;91.0401486714681
4623;87,1699982;26;1;6,122437601;8,101230677;98.70000457763672;94.60000610351562;96.80000305175781;95.70000457763672;94.75000762939453;94.25000762939453;93.73333740234375;94.0;93.0999984741211;91.97500610351562;92.82500457763672;91.55000305175781;90.97999572753906;91.67999267578125;90.0999984741211;89.98332977294922;91.0999984741211;89.5999984741211;89.04285430908203;89.71427917480469;89.05714416503906;88.03750610351562;88.5875015258789;88.67500305175781;87.94445037841797;87.67778015136719;87.82221984863281;87.16999816894531;87.16999816894531;87.16999816894531;87.16999816894531;87.16999816894531;87.16999816894531;87.16999816894531;91.3266487121582;91.21045684814453;90.81243743896485;91.11651433308919
