shrinkage_alpha_0;shrinkage_alpha_1;knn_k;kmeans_k;last_task_accuracy;accuracy_task_1_name1;accuracy_task_1_name2;accuracy_task_1_name3;accuracy_task_2_name1;accuracy_task_2_name2;accuracy_task_2_name3;accuracy_task_3_name1;accuracy_task_3_name2;accuracy_task_3_name3;accuracy_task_4_name1;accuracy_task_4_name2;accuracy_task_4_name3;accuracy_task_5_name1;accuracy_task_5_name2;accuracy_task_5_name3;accuracy_task_6_name1;accuracy_task_6_name2;accuracy_task_6_name3;accuracy_task_7_name1;accuracy_task_7_name2;accuracy_task_7_name3;accuracy_task_8_name1;accuracy_task_8_name2;accuracy_task_8_name3;accuracy_task_9_name1;accuracy_task_9_name2;accuracy_task_9_name3;accuracy_task_10_name1;accuracy_task_10_name2;accuracy_task_10_name3;last_task_accuracy_name1;last_task_accuracy_name2;last_task_accuracy_name3;average_last_task_accuracy;average_accuracy_name1;average_accuracy_name2;average_accuracy_name3;average_of_average_accuracy
10;10;1;2;63,2472915649414;82.7018051147461;81.71334075927734;80.3953857421875;78.80734252929688;77.79816436767578;76.60550689697266;74.41175842285156;72.35294342041016;72.11764526367188;72.59801483154297;71.5208969116211;71.13313293457031;69.45606231689453;68.65411376953125;69.31659698486328;67.15887451171875;66.1197738647461;66.52993774414062;66.59760284423828;65.67679595947266;65.6307601928711;65.83349609375;65.41019439697266;64.84579467773438;65.09969329833984;64.8436050415039;64.05706787109375;63.880104064941406;63.946712493896484;63.247291564941406;63.880104064941406;63.946712493896484;63.247291564941406;63.6913693745931;70.65447540283203;69.80365409851075;69.38791198730469;69.94868049621583
9,43241547441622;0;1;2;63,1473770141601;82.8665542602539;81.87808990478516;80.3953857421875;78.80734252929688;77.79816436767578;76.69725036621094;74.35293579101562;72.47058868408203;72.17646789550781;72.51184844970703;71.6932373046875;71.09004974365234;69.3863296508789;68.75871276855469;69.24686431884766;67.13153076171875;66.2564926147461;66.42056274414062;66.59760284423828;65.72283172607422;65.56169128417969;65.83349609375;65.47067260742188;64.74501037597656;65.0631103515625;64.88019561767578;63.965614318847656;63.880104064941406;63.980018615722656;63.147377014160156;63.880104064941406;63.980018615722656;63.147377014160156;63.669166564941406;70.64308547973633;69.89090042114258;69.3446273803711;69.95953776041667
10;0;1;3;62,9475479125976;82.8665542602539;81.21910858154297;80.3953857421875;78.89908599853516;77.88990783691406;75.96330261230469;74.47058868408203;72.64705657958984;72.0;72.33950805664062;71.5208969116211;71.21929931640625;69.63040161132812;68.27056884765625;69.14225769042969;67.26824951171875;65.95570373535156;66.42056274414062;66.68968963623047;65.3545150756836;65.3545150756836;65.87380981445312;64.92642211914062;64.54344177246094;65.0631103515625;64.40460968017578;63.74611282348633;63.896759033203125;63.513736724853516;62.947547912597656;63.896759033203125;63.513736724853516;62.947547912597656;63.45268122355143;70.69977569580078;69.57025260925293;69.17324256896973;69.81442362467448
10;0;1;7;62,7643661499023;83.69027709960938;81.71334075927734;80.0658950805664;78.25688171386719;77.3394546508789;76.05504608154297;73.52941131591797;72.5882339477539;71.82352447509766;71.90866088867188;71.77940368652344;70.9607925415039;68.89818572998047;68.41004180908203;69.00279235839844;66.44790649414062;65.95570373535156;66.2564926147461;65.97605895996094;65.00920867919922;65.33149719238281;64.94657897949219;64.82563781738281;64.48296356201172;64.16681671142578;64.38632202148438;63.52661895751953;62.88093185424805;63.44712829589844;62.764366149902344;62.88093185424805;63.44712829589844;62.764366149902344;63.030808766682945;70.07017097473144;69.5454475402832;69.0269989013672;69.54753913879395
9,47727267686593;8,36400179374255;1;2;63,1473770141601;82.8665542602539;81.87808990478516;80.3953857421875;78.80734252929688;77.79816436767578;76.69725036621094;74.35293579101562;72.4117660522461;72.11764526367188;72.554931640625;71.650146484375;71.04695892333984;69.42120361328125;68.75871276855469;69.24686431884766;67.13153076171875;66.22915649414062;66.44790649414062;66.6206283569336;65.72283172607422;65.584716796875;65.85365295410156;65.43035888671875;64.74501037597656;65.0813980102539;64.86190032958984;63.965614318847656;63.896759033203125;63.96336364746094;63.147377014160156;63.896759033203125;63.96336364746094;63.147377014160156;63.669166564941406;70.65869369506837;69.87044906616211;69.33947296142578;69.95620524088542
